g_uk_datazone,g_uk_easting,g_uk_northing
E01028871,362914.4,326588.7
E01020545,362906,116210.1
E01022268,362898.4,206609.3
E01014682,362896.8,173698.1
S01000629,362895.3,742249.7
E01014978,362854.4,180127.6
E01006304,362845.9,397095.1
E01014626,362845.7,174683.2
S01000273,362816.9,769474.3
E01012542,362800,391438.4
E01029018,362799.4,149887.1
S01000607,362791.4,740723.5
E01012506,362779.2,387963.8
S01000619,362762.8,741407
E01020547,362728.7,115928.2
E01014881,362719.6,181466.1
E01012559,362718.3,386715
S01000611,362717.6,741093.5
E01014702,362711.7,168591
E01006341,362699.8,397683.3
E01012545,362691.6,390781.4
E01014530,362672.2,172504
E01014524,362671.1,171505.6
E01018444,362645.1,351671.1
E01029063,362633.9,142775.8
E01006273,362633.4,404913.7
E01014572,362618.6,175452.3
95BB03S1,362613.1,369093.1
E01012547,362598.8,389698
E01012507,362581.8,387361.9
E01014587,362552.4,176670.7
E01014683,362547.1,173608.3
E01024980,362527.7,421554.8
E01014686,362519.9,174035
E01006275,362487.8,404443.1
E01014980,362483.5,180283.3
S01000339,362467,801736.3
E01014529,362460.8,172647.3
E01006329,362435.8,402033.7
E01012446,362417.2,384758.2
E01006277,362411.9,403537.3
E01014571,362408.7,175888
E01012478,362402,388932.3
S01000609,362400.9,741016.8
E01012447,362395.1,383774.4
E01012538,362389.1,391546.7
E01014981,362384.5,179559.7
S01000513,362378.5,851257.2
E01014883,362375.3,181148.5
S01000617,362359.8,741404.3
E01012546,362345.1,390358.3
E01014707,362329.7,168152.2
E01018728,362309.2,373636.8
E01018692,362289.9,369818.5
E01006343,362265.7,397802.2
E01014873,362253.9,180689.7
E01020529,362246.2,97503.97
E01006347,362243.9,397165.7
E01014705,362232.7,168610.9
E01014386,362225.3,159272.1
E01014523,362222.6,171511.3
E01004783,362217.8,409798.6
E01014876,362217.8,182595.1
E01006274,362206.5,404177.1
E01028852,362200.5,300302.4
E01029166,362195.6,128793.2
S01000604,362193.8,740476.8
E01014573,362189.7,175328.3
E01014536,362184.7,170050.2
S01000474,362164.1,845516.4
E01014419,362159.1,158001.5
E01014576,362151.8,174478.9
E01012481,362142.6,389277.7
E01029064,362128.3,143591.2
E01012451,362115.1,385602.6
E01014684,362115.1,173475.4
S01000395,362112.2,821832.3
E01025322,362104,444307.3
E01019325,362103.3,505465.9
E01029000,362101.1,276682.3
E01006271,362095.1,405009.2
E01014527,362086.3,170798.7
E01014446,362079.7,163915.5
E01012560,362056.8,386360.4
E01012533,362038.9,391056.9
E01014880,362037.8,181617.8
E01014979,362037.2,180043.1
E01014528,362032.4,172683.8
E01012536,361979.2,390535.5
E01012505,361971.3,386986.8
E01025167,361970.6,474825.9
S01000343,361969.1,804033.4
E01014525,361932.3,171074.2
E01018726,361911.7,374237.8
E01006339,361904.3,398228.1
E01006236,361883.7,407329.1
E01014877,361871.9,182811.6
E01012449,361855.2,383768.3
E01029062,361825.9,143736.8
E01014882,361820.8,181738.9
E01006345,361811.7,397615
E01014577,361806.8,176330.1
E01006276,361799,403800.3
E01014537,361797.5,172023.8
E01014703,361783.5,169011.1
E01018729,361770.6,373600.4
E01014681,361768.4,173573.9
E01014706,361765.7,168203.1
E01014535,361757.8,170335.3
E01012479,361750.6,388855.3
E01004780,361746.8,410993.6
E01014983,361742.9,180989
E01012450,361737.5,385343
E01012524,361733.2,389991.8
E01014385,361718.3,161296.2
E01014962,361704.4,190851.7
E01012522,361684.8,390496
E01012482,361657.8,389423.1
E01014532,361656.4,171675
E01012511,361638.8,387427.3
E01006272,361636.8,404621.8
E01006234,361621.4,408334
E01014575,361619.8,175287.4
E01012534,361567.6,391158.2
E01019373,361558.4,480131.6
95BB15S1,361528.7,356601.2
E01014878,361521.7,182201.2
E01019319,361517.8,526956.3
E01014566,361509.5,173510
E01014533,361491.2,170985.1
E01012503,361489.4,382421.1
E01029067,361475.2,142991.2
E01006348,361474.8,396859.3
E01014570,361470.3,174251.5
E01012557,361460.5,386126.8
E01014984,361459.3,180691.4
E01006269,361457.3,404156.3
E01004782,361443.8,410850.6
E01014704,361421.7,168659.4
E01019314,361393.1,532521.4
E01029066,361379.9,143583.3
S01002951,361378.8,707896
E01014447,361373.5,167531.7
E01014879,361346.7,183211.2
E01014565,361339.3,173651.9
E01014531,361334.7,171536
E01012452,361324.8,384789.2
E01022251,361317.3,217250.5
E01006340,361308,398505.1
E01012521,361304.8,390566
E01004778,361303.8,411117.3
E01014982,361300.7,181495.9
E01014564,361287.8,173945.4
E01014574,361286.2,174934.1
E01014875,361284.5,182686.8
E01012480,361280.7,388135.3
E01012523,361270,389602.6
E01014567,361244.1,173221.2
E01018727,361237.3,373820.6
E01014708,361221.1,169481.1
E01012535,361216.6,390981.3
E01024918,361216.1,413435.1
E01014534,361200.4,171132.8
E01012484,361199.1,388991.3
E01025456,361193.7,429630.2
E01014569,361145.1,174596.2
E01006216,361140.6,401165.4
E01012510,361139.6,387314.9
E01019372,361138.4,478631.7
E01024921,361131.8,424949.3
E01025327,361113.1,437745
E01012558,361110.3,385888.7
E01006344,361063,397816.2
E01022227,361046,201954.2
E01014862,361043.7,184214.4
E01014904,361036.6,179187
E01014947,361031.8,182158.5
E01014660,361031.2,177197.1
E01006235,361008.5,408215.8
S01000616,360991.9,742095.8
S01000706,360979.9,762422.3
E01014204,360976.9,314258.6
E01014568,360966.1,174379
E01014658,360953.2,172732
E01029065,360949.9,143726.5
E01024979,360931.3,421884.4
E01014610,360923.6,168358.3
E01025326,360917.3,438356.9
E01014651,360914.2,170774.9
E01012483,360902.5,388989
S01002953,360877.8,707746.9
95BB20S1,360873.6,351076
E01012525,360863.4,389554.1
E01022231,360853.3,205919.7
E01006342,360849.2,398045.5
E01006212,360842.2,402097.6
E01032213,360828.3,265410.6
E01024973,360817.6,414646.2
E01014053,360796.7,228701.7
E01014663,360782.7,176632.6
E01014665,360781.5,175342
E01012520,360776.6,390259.2
E01014645,360775.7,170272.7
95BB03S2,360749.6,366579.5
E01025328,360746.1,437117.8
E01012526,360737.7,390834.9
E01014614,360732.9,169193
E01014061,360731.9,224283
S01000692,360719,759595.9
E01014905,360715,179076.2
E01014612,360713.8,168035.1
E01014907,360701.6,178491.3
E01012512,360698.8,387006.9
E01014653,360693.2,173790.5
E01014613,360676.3,169718.1
E01006214,360666.8,401788.4
E01012539,360660.5,391579
E01014657,360653.1,173177.9
E01012509,360651.8,386487.2
E01014655,360600.3,174192.2
E01006305,360588,405439.5
E01014648,360585.4,170995.4
E01006231,360576.1,408989.5
E01025317,360561.4,436817.3
E01012468,360556.9,392933
E01014952,360553.8,181686.1
E01012537,360537.2,391352.2
E01018678,360535.5,370961.3
E01028851,360510.3,297208.7
E01014910,360494,179883.8
E01006311,360467,405909.6
E01014659,360457.4,177657.2
E01014646,360448.9,170428.2
E01006213,360433.8,403210.8
E01014608,360419.4,168787.3
S01000693,360416.6,759738.8
E01014661,360412.4,177140.5
S01000695,360398.8,760056.8
E01024915,360383.7,413648.1
E01014909,360377.7,178190.7
E01014725,360374.9,167233.8
E01025325,360356.5,437357.8
E01014664,360353.2,175881.8
E01014611,360336.8,167829.2
S01000699,360319.3,760468.1
E01006388,360305.4,406881
95BB15S2,360302.9,362656.7
E01014732,360293.6,171445.4
E01006218,360291.6,403007.4
E01014062,360270.3,224096.5
E01014649,360251.8,171067.7
E01006346,360234.1,397607.1
E01014654,360223.4,173895.6
E01022232,360211.5,205902.2
E01006228,360209.5,398337.6
E01006219,360205.4,402293.9
S01000302,360195.2,793849.9
E01014485,360184.8,174711.3
E01014906,360174.3,178916.1
E01014630,360158.6,177843.2
S01000642,360152.8,748891.4
E01006308,360138.1,405299.7
S01000338,360137.6,800064.6
E01014948,360121.1,182381.7
E01014064,360116.5,224750.9
E01029077,360104,134886.5
E01022253,360103.8,215921.3
E01014662,360094.9,176662.8
E01014950,360093.8,181644.3
E01012456,360091.2,388238
E01012502,360086.3,385459.5
E01013991,360086,240598.8
E01014609,360085.4,169232.4
E01014136,360084,318788.5
E01014656,360071.6,173209.3
E01014647,360066.3,169993.3
E01025316,360053.6,436005.4
E01014722,360038.5,167372.2
E01028980,360024.4,305785
E01014730,359984.2,171618.9
S01000709,359964.6,768535.6
E01029164,359953.5,125413
E01014634,359948.7,177469.6
E01012455,359938.4,389736.1
E01018679,359936.7,370787.3
E01018725,359926.3,364462.6
E01006215,359915.8,402062
E01014486,359913.3,174299.2
E01014004,359912.3,249794.7
E01014650,359910.7,170609.3
E01014607,359910,168778.3
E01024917,359891.5,412921.1
E01024916,359880.6,413125.3
E01014063,359875.4,223195.3
E01012453,359858.4,390475.1
S01000677,359819.2,757517.2
E01006227,359806,398364.1
E01014509,359786.9,175759.9
S01000696,359786.8,760195.6
E01012454,359784.8,389234.7
S01000702,359780.2,760873.9
E01006391,359771.5,406634.6
E01014065,359770.2,225078.8
E01024977,359749.6,420084.9
E01014066,359737.8,223900.1
E01014583,359735.5,169607.5
S01005406,359728.9,631117.1
E01014491,359722.3,175048.4
E01014510,359713.8,176300.9
E01014723,359713.4,167528.1
E01025132,359691.1,466079.1
S01000698,359683.6,760456.8
E01018676,359681.2,371828.5
E01014635,359677.5,177073.6
E01014731,359671.5,171656.8
E01014735,359651.4,171219.3
E01014488,359650.5,174574.2
E01014963,359642.7,187113
95BB20S2,359639.3,350750.4
E01014908,359634.3,178441.4
E01006389,359618.7,406180.3
E01028995,359614.6,268993.1
E01006307,359603.8,405478.4
E01014946,359591.2,181980.5
E01006217,359568.4,403776.4
E01024932,359564.2,419316.9
E01014585,359551.9,169991.4
95BB18S1,359546.2,375885.3
E01006859,359539.1,395502.9
E01032214,359528.7,267998.3
E01014951,359522.6,181357.9
95BB05S2,359513.8,372863.6
E01020550,359506.6,109939.8
E01014507,359494.9,176018.1
E01014632,359494.5,177534
E01006309,359453.9,404763.8
E01024926,359445.5,417353.3
S01000703,359423.9,760946
E01014578,359404.3,170532.3
S01005405,359389.2,630877.4
E01014949,359382.8,181610.4
E01014490,359380.8,173831.5
E01020497,359369,113893.1
E01014032,359365.2,220382.8
E01014067,359344.1,223181
E01012457,359328.8,388621.7
E01014637,359310.2,176575.5
E01014489,359291.3,174265.3
E01014508,359285.9,175741.7
E01006220,359273.9,399707.2
E01024928,359260.8,418027.7
E01012564,359240.5,390501.3
E01014631,359238.6,178037.1
E01014581,359229.7,169484.4
E01006392,359222.1,405851.6
E01024927,359217.3,417142.6
E01014652,359216.1,172534.9
E01014512,359203.4,175424.2
95BB11S2,359199.8,379359.3
E01006857,359192.2,394839.9
E01014514,359181.7,176168.8
E01025413,359169.3,426491.9
E01014487,359162.7,174593.1
S01000536,359140.3,864367.1
E01006390,359139,406595.4
E01025414,359129.6,427355.8
E01024930,359122.8,418369.8
E01014734,359110,171230.2
S01001618,359103.3,676446.2
E01014736,359101.5,170952.1
E01014636,359099.8,177002.2
E01014728,359076.2,167540.1
E01014582,359073.3,169775.7
E01006387,359069.1,406281
E01012458,359066.6,387714.6
E01014671,359049.2,174951.3
E01014541,359047.6,173677.9
E01012561,359034,391080.9
E01024929,359024,418742.7
E01014692,359003.1,178417.8
S01000701,358989.1,760468.1
E01006310,358980.6,404616
E01028999,358970,273977.1
E01028870,358943.6,327418.9
S01000551,358943.6,865940.1
S01001657,358939.8,682486.7
E01029165,358936.4,123170.1
E01014697,358926.7,171792.7
E01014584,358925.8,170151.4
E01014511,358909.5,175692
E01029059,358902.1,141935
E01014668,358896.8,175182.2
E01024939,358873.2,415826.2
E01006306,358872,405422.8
E01006222,358864.3,399809.9
95BB10S1,358857.3,380008.9
E01014563,358843.5,174389
E01014540,358838.8,172858.6
E01022244,358832.7,211609
E01024925,358825.3,417577.2
S01001643,358808.3,677581.4
E01006386,358796.9,405757.2
E01022243,358784.2,210693
E01014693,358776.6,179484.1
E01014384,358759.6,159681.6
E01014733,358752.6,171159
S01000664,358722.8,751114
E01014670,358722.1,174926
E01006856,358714.8,395900.3
E01014539,358707.4,173889.6
E01014580,358699.1,169156
E01012570,358693.6,389575.3
E01014513,358673.2,175875.3
S01001652,358667.9,678647.1
E01014729,358655.9,170612.8
E01006224,358647.3,399228.6
E01024931,358646.1,418098.9
E01012497,358640.5,388599.6
95BB11S1,358637.4,379248.2
E01014690,358624.1,178757.4
E01014633,358623.7,177426.6
E01014617,358592.3,176941.6
E01014724,358583.3,167788.9
E01014688,358582.6,177961.1
E01022246,358566.9,209526.8
S01000555,358566.9,866034.8
E01006861,358559.4,394878.9
E01024938,358558.3,416332.9
E01024933,358537.6,418931.3
E01014579,358536.8,169837.7
E01020512,358516.9,86803.88
E01025166,358511.1,469129.7
E01024940,358505,417329.7
E01014561,358473,174458.2
E01014727,358456.3,167281.9
E01006370,358447.6,406416.1
E01006858,358439,395101.2
E01025278,358401.2,434273.8
E01012563,358401.1,390436.3
E01014689,358383.1,178411.2
E01024941,358378.1,416705.8
E01006868,358361,395984
95BB18S2,358352.3,377442.5
E01012565,358347,389128.4
E01014669,358338.8,174881
E01014542,358336.3,173307.2
E01014593,358330.2,168186.2
E01012501,358321.8,387873.1
E01006862,358318.1,394171.1
E01014557,358305.1,174116.8
E01014666,358304.8,175570.3
E01014615,358292.9,176461.1
E01006226,358272.2,398760.2
E01006221,358249.5,399634.9
E01024953,358246.1,424332.4
E01012498,358230.6,388552
E01014502,358229,170644.8
E01006232,358222.9,409514.4
E01019225,358211.8,563864.4
E01006860,358204.2,394720.9
E01029056,358202.1,149099.4
E01019324,358189.2,522284.8
E01024947,358174.2,422899.1
E01024936,358171,417408.8
E01006375,358152.2,406447.3
E01024937,358147.9,418448.5
E01014503,358143.1,171224.3
E01014538,358143.1,173707.8
E01014726,358134.8,167467.3
E01006374,358132.7,406999.8
E01014562,358124.8,174459.8
E01014694,358118.6,178813
E01018677,358114.7,370802.5
E01014698,358113.1,171685
E01014543,358112.4,172680.6
E01014603,358097.5,179307.9
E01014720,358084.9,177489.6
E01024948,358076,422240
E01006864,358065.8,395511.9
E01024954,358053.8,423795.2
E01006369,358044.3,405759.5
E01014701,358038.6,171963.1
E01014618,358025.5,176945.3
E01018458,358021.9,358406
E01012566,358018.7,389546.2
S01000374,358011.8,816129.8
E01006866,357997.5,396307.9
E01024950,357979.6,420767.9
E01006372,357972.8,407864
E01006373,357971.3,407199.1
E01006223,357960.8,399176.5
E01024944,357947.5,415539.2
E01014558,357926.1,174071.3
E01014598,357920.9,169073.4
E01014667,357912.4,175486.1
S01000368,357897,815686
E01022245,357888.3,210023.2
E01014620,357877,176108.5
E01014560,357871.3,174495.4
E01018514,357866.4,347216.2
E01025458,357858.1,427425.5
S01005446,357856.1,638652.6
E01012499,357852.4,388461.8
E01006263,357842.3,400011.6
E01024942,357829.7,416288.5
E01014596,357823.4,167814.4
E01022264,357813.2,208075.2
E01014696,357797,171632.2
E01012495,357781.6,387681
S01005408,357773.3,631623.4
E01014505,357770.1,171241.4
E01014500,357768,170641.4
E01024934,357765.5,417472.9
E01012562,357753.4,390867.1
E01024951,357750.7,424507.7
E01014594,357742.3,168330.9
E01014621,357724.4,175710.2
E01014691,357720,178123.7
E01006407,357679.4,403101.4
E01014672,357674.6,175137.1
S01002964,357664.8,712349.7
E01006349,357661.3,405128.8
E01024946,357652.9,422716.9
E01020534,357651.7,98383.96
E01014549,357641.8,172684.1
E01014559,357634,174733.3
E01014551,357613.6,173676
E01012569,357602.9,389858.3
E01014555,357598.8,173069.3
E01014504,357596.2,171053.6
E01014616,357594.8,176670.5
E01006371,357586.3,406414.5
E01014518,357583.7,170070.6
E01022241,357583.3,210706.4
E01024952,357569,423987.6
E01018708,357568.8,376933.4
E01006405,357559,404282.4
E01006867,357552.8,395859.1
S01005409,357549.6,631824.8
E01022229,357549.5,212487.4
E01014699,357548.2,171874.9
E01006225,357540.1,398765
E01012496,357538.6,388093.4
E01022234,357538.1,213458.6
E01025400,357533.9,425699.2
E01014599,357523.7,169039.3
E01014554,357514.9,173345.8
E01024955,357506.8,423192.3
S01002940,357501.8,703997.4
E01028881,357498,334728
E01024945,357492.3,416741.5
E01006863,357484.7,395292
E01024949,357475.4,421225.3
E01014553,357468.6,174398.6
E01014619,357463.8,175858
E01024920,357462.2,418570.3
E01014601,357457.9,179261.1
E01014552,357450.9,173941.7
E01019321,357441.3,534884.8
E01006836,357435,397448.2
E01006268,357414.7,400373
E01006265,357410.7,399311.2
E01006406,357404,403511.8
E01006255,357389.6,407030.8
E01014861,357364.6,181408.6
S01005445,357347.9,638522.6
E01012387,357340.8,384300.4
E01006410,357330.2,402696.6
E01014721,357330.1,177503.1
E01014700,357318.2,171428.1
E01014550,357309.9,172530.9
S01000401,357302.8,821523
S01002937,357297.4,703658.3
E01014519,357297.1,169662.5
E01029238,357290.3,116947.3
E01025283,357272.9,430964.3
E01014546,357269.2,173026.8
E01006257,357265.6,406588.4
E01022248,357226.9,201033.3
E01029253,357225.8,117687.1
E01012568,357225.6,389399.8
E01014556,357224.6,174511
E01024943,357222.3,416152.6
E01014595,357220.7,167854.7
E01024935,357213.1,417361.3
E01014506,357209.1,170856.5
S01000344,357207.8,804802.8
E01006260,357203.8,407502.6
E01014600,357198.2,168511
E01022242,357172,211136.6
E01014719,357146.1,177327.1
E01014597,357143.6,167593.8
E01014418,357139,156287.5
E01025286,357124.8,431163.2
E01025234,357122.9,432388.3
E01014545,357121.4,173449.5
E01006233,357115.5,409115.3
E01006409,357113,403029.7
E01012385,357109.4,380987.2
E01006262,357096.4,401386.7
E01006411,357094,404213.3
E01006258,357057.7,406454.2
E01013990,357055.2,236439.8
E01014382,357050,162756.7
S01000589,357041.6,734710.8
E01012527,357038,387631.2
E01014605,357036.1,179227.7
E01014049,357025.2,225210.4
E01006408,357020.8,403591.5
E01006261,357015.9,399902.3
E01014695,357011.3,171702.4
E01006230,356996.7,409580.8
E01014521,356970.2,169024.7
E01006267,356965.5,400336.1
E01012500,356965.5,388424.8
S01000596,356948.1,734956.8
E01012467,356947.3,393001.6
E01025287,356946.8,431650.2
E01014718,356946.3,178038.7
E01006237,356943.2,410608.7
S01005386,356917.2,618440.6
E01014606,356911.8,178689.3
E01014548,356910.3,172623.6
E01028993,356905.5,278603.5
E01006264,356903.5,399501.3
S01002938,356896.7,703688.6
E01014717,356877.3,176335.5
E01006869,356840.3,395679.7
E01014544,356831.9,173682.8
E01025401,356826.6,425484.3
E01024919,356814.4,419924.9
E01024962,356810.8,414669.6
E01006254,356810.7,407419.9
E01014547,356805.7,172948.3
E01014715,356804.7,176974.7
E01029236,356804.7,116928.8
E01029240,356787.8,116589.5
E01025249,356774.4,429999.9
95BB10S2,356771,380512.6
E01025402,356766.3,426812.6
E01025284,356764.3,430928.7
S01002944,356744.9,704498.2
S01000597,356744.4,735433.6
E01012492,356711.9,388783.3
S01000371,356710.4,815983
E01024961,356694.1,413692.1
E01006865,356687.3,395186.5
E01006352,356666.5,405021.2
E01029252,356646.1,117864.7
E01025399,356641.9,426421.6
E01012532,356640.9,387972.8
E01014515,356638.7,168155
E01014522,356636.7,168644.6
E01014516,356636,167699.9
E01029237,356628.8,117307.6
E01006404,356622.1,403865.2
E01006266,356615.5,400693.3
E01024960,356576,414588.8
E01012469,356562.8,393275.5
E01014501,356555.4,170528.9
E01025279,356546.8,439394.7
S01000525,356543.3,858436.8
E01006256,356528.9,406815.9
S01001664,356524.5,684803.6
E01014602,356521.9,179411.5
S01000590,356514.9,734743.8
E01019394,356514.1,494516.7
E01006403,356500.7,403069.4
E01029179,356489.2,113559.9
E01012528,356466.5,387365.8
E01014520,356451,169404.9
S01005449,356445.9,638619.9
E01006840,356441.3,397598.8
E01024959,356428.4,414080
E01012567,356407.5,389511.6
E01029239,356403.1,116310
E01006238,356402.7,410233.5
E01012470,356392.2,392635.3
E01014714,356381.4,175867
E01025236,356372.6,431378.8
E01006253,356369.8,407202.4
E01014710,356333.4,175151
E01006842,356323.2,397260.3
S01000595,356314,735126.6
E01025407,356303.7,426111
E01024956,356297.1,422390.3
S01002933,356295.4,703423.9
E01014517,356289.4,167609.7
E01006839,356274.6,396765.7
E01025238,356262.7,431908.4
E01025405,356238.9,425513.1
E01024972,356235.6,418692.1
E01006229,356227.2,409795.7
E01029084,356209.3,146131.8
E01025255,356207.1,432596.6
E01012433,356206.3,380881.8
E01014716,356202.3,177026.1
E01025248,356199.1,429974.2
E01012491,356199,388984.1
E01006350,356185.9,405539.4
E01025403,356180.6,427183.8
E01006353,356164.6,404543.5
E01029235,356162.4,117234.7
95NN22W1,356160.8,346953.6
E01012531,356154.7,388094.5
E01028884,356117.9,321203
E01014023,356101.3,243618.9
E01006351,356088.5,405018.5
E01019337,356074.1,514716.1
E01024957,356070,423048.3
E01012529,356057.5,387645.2
S01000588,356055,734627.5
E01029233,356022.3,116853
E01028893,356017.9,339290.6
E01012432,356014.7,381303.1
S01000637,356010.9,743488.8
E01025457,356000,428214.6
E01025282,355999.3,436552.2
E01006400,355997.6,403282.3
E01025237,355995,432022.7
E01029232,355989.1,116483.7
E01024970,355964.1,418340.3
E01025285,355958.3,430832.6
E01006317,355953.6,410812.8
E01012493,355950.8,388677.2
E01014712,355935.5,176224.2
E01014604,355921.9,179118.5
E01014709,355918.7,175269.4
E01025406,355898,426297.1
E01006393,355881,402848.3
E01006361,355871.3,406220.5
S01000585,355847.1,734389
S01001666,355846.3,685073.1
E01025404,355843.6,426737.6
E01024958,355840.4,422199.7
E01006355,355829,404238.1
E01029254,355826.2,117682.3
E01025235,355823.8,431418
E01025296,355820.6,430432.1
E01025250,355807.3,429816.3
E01028880,355803.2,333315.4
E01006395,355795.2,402451.4
E01006319,355775.5,410346.5
E01006808,355771.7,399721.8
95BB05S1,355769.5,371727.8
E01006805,355767.8,400146.4
S01005404,355765.4,630670.8
E01006259,355759.6,407517.8
E01012434,355754.8,382192.4
E01014711,355744.9,176757.2
E01006354,355735.8,404627.4
E01028883,355734.4,322512.8
S01000593,355722.3,735453.6
S01001662,355718.7,684729.7
E01025432,355716.8,421436.1
E01012386,355711.5,383580.1
E01012438,355703.9,380682.7
E01029234,355694.4,115921.9
E01024968,355693.2,419582.8
95NN01S1,355670.2,337313.7
E01006838,355666.8,396817.3
E01024924,355665,415212.6
E01029082,355665,146226.8
S01000592,355663,734806.6
E01014022,355658.1,241139.1
E01025465,355620.9,427602.2
E01006402,355617.8,403395.3
E01024922,355605.2,413419.5
E01018724,355593.3,362477.8
E01029231,355576.7,116745.8
E01019320,355555.3,544270.2
E01025463,355545.9,427258.9
E01012494,355545.1,389065.8
95NN01S2,355522,341064.3
E01012530,355519.1,387015.9
E01014024,355512.4,257277.2
E01025253,355503.8,432994.5
E01018723,355438.1,362511.8
E01025297,355417.6,430052.1
E01014953,355405.8,185165.7
E01014031,355392.8,217695.6
E01025298,355377.1,430356.7
E01006360,355373.8,405995.5
E01006359,355366,404456.8
E01006809,355354.8,399595.5
E01006841,355351.6,397112.4
S01001669,355344.3,685357.9
E01014641,355343.2,177421.4
E01014713,355340.4,175794.4
E01020530,355336.6,106302.1
E01012436,355335.4,380832.6
E01025443,355312.1,425633.5
E01006394,355309.7,402866.1
E01025252,355293.3,431699.9
E01018707,355285.8,366879.5
S01001663,355279.2,684883.5
E01006357,355278.5,405189.8
E01025247,355274.6,429572.9
E01025254,355270.6,432470.8
E01012445,355270.3,382758.3
E01022263,355267.5,205645.9
E01012435,355267.4,381702.8
S01000587,355252,734602.5
E01006315,355213.2,411185.3
E01012444,355212.5,382279.1
S01000584,355203.7,734355
E01029250,355191,116931.1
E01019352,355184.4,483728.1
S01000418,355174.1,827701
E01024969,355131.1,419299.3
E01025417,355115.9,423901.8
S01002920,355115.2,702637
E01014643,355093.9,176494.8
E01012440,355093.5,380209.7
E01022274,355092.3,196180.3
S01001553,355092.2,669478.1
E01025245,355089.8,431010.9
E01014639,355089,178466.9
E01018481,355088.8,353828.6
E01006803,355077.5,398450.2
E01029241,355065.9,115917.9
E01006401,355054,403640.8
E01014644,355042,176987.3
S01004246,355038.1,849759.9
E01025433,355017.9,422680
E01025461,354991.9,426467.1
S01005414,354982.3,634170.2
E01014847,354973,166203.7
E01025305,354972.1,429297.8
E01025418,354955.4,423070.6
S01000456,354952.8,840134.9
E01006356,354949.6,405351.5
E01025295,354916,429986.8
E01012437,354893.6,380655.9
E01025304,354876.3,428725.2
E01029246,354869.9,116305
E01006837,354863.7,396738.3
E01006358,354853.8,404581.1
S01001667,354850.3,685168.5
E01014640,354849.2,178651.3
E01024967,354846.8,419835
E01014642,354837.7,177540.3
E01029243,354835.6,114805.2
E01014850,354812.1,170499.3
E01025246,354803.4,430593.2
E01025444,354788.8,425664.9
E01022273,354786.8,192221.7
S01000583,354771.6,734180.5
E01006397,354748.7,405835.2
E01025303,354744.5,433497.1
E01006316,354722.5,410524.6
E01029078,354721.3,145791.7
E01029248,354720.8,116966.6
E01024971,354716.8,418390
E01006318,354700.2,409094.1
E01029083,354684,146256.3
E01025434,354680,421168.3
E01006843,354672.9,397067.3
E01006816,354670.6,394863.5
E01006398,354669.6,405399.9
S01002917,354661.6,702519.5
E01025442,354654.5,425330.3
E01025464,354638.1,427139.2
E01006312,354633.5,408711.7
E01012439,354617,380328.3
E01018698,354611.3,374711.8
E01014766,354607.8,173576.3
E01028895,354586.9,341280.8
E01025430,354580.2,421888.2
S01005412,354542.5,633808.8
S01002942,354540.8,703366.4
E01025244,354528.9,430383.8
E01025431,354524.4,422479.2
E01025462,354520.8,426190.2
S01001658,354515.8,682920.9
S01000582,354494.7,734191.6
E01025251,354481.6,431864.8
E01006396,354467.1,406216.3
E01022272,354461.6,193592.9
E01029199,354451.3,122098
E01006399,354414,404722.6
E01014096,354405.6,266918.9
E01029081,354403.7,145292.5
E01029210,354400.4,131237.8
E01006313,354355,408242.3
E01028891,354334.8,341694.3
E01029251,354332.4,118081.6
E01028894,354330.5,340946.3
E01025293,354296.8,430037.2
E01014638,354289,178196.7
S01001665,354281.8,685042.1
E01006818,354280.5,396458.5
E01025294,354278.2,430643.6
E01029247,354274.8,117019.8
E01029079,354258,145623.2
S01001668,354255.7,685278
E01012381,354212.3,382500.5
S01000643,354209.5,748438.8
S01005384,354168.1,617085.9
E01014954,354141.2,184729.1
E01025435,354140.1,421722.4
E01025307,354136.8,429446
E01006820,354113,395306.7
E01006813,354111.1,396834.7
E01006817,354109.1,394858.2
E01025422,354088.9,422386.1
E01029178,354082,113481.3
E01012406,354081.2,381358.6
E01012384,354048.1,381943.7
S01000586,354046.1,734474
E01025300,354026.3,432795.4
E01028892,354024.6,342319.2
E01006368,354017.5,401783.6
E01006900,354015.9,393182.6
E01025243,354008.2,431539.3
E01024923,354001.9,415824.6
E01022275,353996.1,194544.9
E01012409,353977.8,380648.8
E01028959,353972,311643
E01029255,353961,117381
E01006899,353931.1,394165.8
E01029249,353924.8,116590.6
E01025306,353889.1,429099.8
95XX16W1,353886.1,382789.4
E01025411,353875.6,426446.4
E01029244,353864.2,114719.6
E01006819,353859,395804
E01012407,353853.3,381167.5
E01019322,353827.2,539094.6
W01001592,353816.9,191989
E01025419,353816.5,425482.7
E01025301,353814.5,433659.2
E01029080,353813.5,145368.8
E01029019,353781.3,135176.3
E01014497,353780.3,177586.5
E01012371,353774.1,380054
E01019200,353760.7,560936.1
E01006314,353747.7,408355
E01025292,353739.4,430213.5
W01001593,353732.8,191884.9
E01028996,353724.5,272256.5
E01028896,353717.3,341076.4
E01025420,353713.8,424182.2
S01005418,353697.2,634302.6
E01014851,353696,170112.2
E01025133,353688.9,464614.8
E01025275,353680.2,430652.1
E01029242,353674.3,115223.6
E01006363,353673.7,405247
E01029245,353671.7,116240.2
E01029161,353658.7,117185.8
E01025412,353597.4,426255.8
E01006821,353567.8,395307.6
E01012383,353557.2,382196.3
