"E01011180"	"4"
"E01011181"	"20"
"E01011186"	"13"
"E01011187"	"17"
"E01028974"	"3"
"E01011184"	"9"
"E01011185"	"2"
"E01014246"	"12"
"E01014247"	"27"
"E01014244"	"13"
"E01014245"	"16"
"E01014242"	"22"
"E01014243"	"9"
"E01014240"	"12"
"E01014241"	"8"
"E01014248"	"8"
"E01014249"	"33"
"E01031148"	"7"
"E01031149"	"1"
"E01031140"	"9"
"E01031141"	"49"
"E01031142"	"19"
"E01031143"	"8"
"E01031144"	"36"
"E01031145"	"20"
"E01031146"	"7"
"E01031147"	"13"
"E01027235"	"22"
"E01027234"	"4"
"E01027237"	"45"
"E01027236"	"9"
"E01027231"	"42"
"E01027230"	"17"
"E01027233"	"13"
"E01027232"	"22"
"E01031490"	"79"
"E01010949"	"19"
"E01010948"	"9"
"E01020715"	"13"
"E01020714"	"5"
"E01020713"	"3"
"E01020712"	"1"
"E01020711"	"18"
"E01020710"	"11"
"E01010941"	"16"
"E01010940"	"12"
"E01010943"	"21"
"E01010942"	"23"
"E01010945"	"10"
"E01010944"	"15"
"E01020719"	"3"
"E01010946"	"2"
"E01022719"	"6"
"E01022718"	"6"
"E01022715"	"8"
"E01022714"	"7"
"E01022717"	"12"
"E01022716"	"14"
"E01022711"	"10"
"E01022710"	"18"
"E01022713"	"21"
"E01022712"	"1"
"E01009428"	"1"
"E01009429"	"3"
"E01031499"	"7"
"E01009421"	"5"
"E01009422"	"5"
"E01009423"	"16"
"E01009424"	"16"
"E01009425"	"9"
"E01009426"	"5"
"E01009427"	"1"
"W01001019"	"13"
"W01001018"	"16"
"W01001017"	"32"
"W01001015"	"14"
"W01001014"	"32"
"W01001012"	"7"
"E01033306"	"26"
"W01001010"	"5"
"E01029769"	"1"
"E01029768"	"1"
"E01029765"	"4"
"E01029764"	"6"
"E01029767"	"1"
"E01029766"	"8"
"E01029761"	"14"
"E01029760"	"1"
"E01029763"	"16"
"E01029762"	"7"
"W01001822"	"17"
"W01001823"	"5"
"W01001820"	"5"
"W01001821"	"4"
"E01003109"	"90"
"E01003108"	"35"
"W01001824"	"12"
"W01001825"	"64"
"E01003105"	"11"
"E01003104"	"20"
"E01003107"	"14"
"E01003106"	"18"
"E01003101"	"10"
"E01003100"	"12"
"E01003102"	"74"
"E01006558"	"40"
"E01030757"	"1"
"E01006554"	"13"
"E01006557"	"22"
"E01006556"	"40"
"E01006551"	"9"
"E01006550"	"21"
"E01006553"	"11"
"E01006552"	"26"
"E01032558"	"20"
"E01032559"	"24"
"E01032556"	"15"
"E01032557"	"35"
"E01032554"	"4"
"E01032555"	"5"
"E01032552"	"4"
"E01032553"	"8"
"E01032550"	"38"
"E01032551"	"17"
"W01001799"	"2"
"W01001790"	"7"
"W01001791"	"12"
"W01001792"	"27"
"W01001793"	"1"
"W01001794"	"1"
"W01001795"	"1"
"W01001796"	"10"
"W01001797"	"2"
"E01008481"	"33"
"E01008480"	"18"
"E01008483"	"9"
"E01008482"	"32"
"E01008485"	"19"
"E01008484"	"12"
"E01008487"	"23"
"E01008486"	"15"
"E01008489"	"15"
"E01008488"	"17"
"E01029189"	"3"
"E01029188"	"7"
"E01029181"	"2"
"E01029180"	"7"
"E01029183"	"13"
"E01029182"	"1"
"E01029185"	"32"
"E01029184"	"13"
"E01029187"	"3"
"E01029186"	"20"
"E01031926"	"5"
"E01031927"	"3"
"E01031924"	"6"
"E01031925"	"4"
"E01031922"	"3"
"E01031923"	"1"
"E01031920"	"11"
"E01031921"	"1"
"E01031928"	"19"
"E01031929"	"4"
"E01005819"	"8"
"E01005818"	"12"
"E01009991"	"12"
