LSOA_CODE,School Rating,Crime per region,Crime per region/10,
E01012933,5.828,7,0.7,12.828
E01012935,5.828,7,0.7,12.828
E01012937,5.828,7,0.7,12.828
E01012997,5.828,7,0.7,12.828
E01013000,5.828,7,0.7,12.828
E01013004,5.828,7,0.7,13.828
E01013202,5.828,8,0.8,13.828
E01013815,5.828,8,0.8,13.828
E01013831,5.828,8,0.8,13.828
E01013838,5.828,8,0.8,13.828
E01013845,5.828,8,0.8,13.828
E01013859,5.828,8,0.8,13.828
E01013948,5.828,8,0.8,13.828
E01013962,5.828,8,0.8,13.828
E01013963,5.828,8,0.8,13.828
E01014108,5.828,8,0.8,13.828
E01014221,5.828,8,0.8,13.828
E01014222,5.828,8,0.8,13.828
E01014224,5.828,8,0.8,13.828
E01014226,5.828,8,0.8,13.828
E01014833,5.828,8,0.8,14.828
E01015023,5.828,9,0.9,14.828
E01015030,5.828,9,0.9,14.828
E01015073,5.828,9,0.9,14.828
E01015193,5.828,9,0.9,14.828
E01015212,5.828,9,0.9,14.828
E01015213,5.828,9,0.9,14.828
E01015216,5.828,9,0.9,14.828
E01015242,5.828,9,0.9,14.828
E01015264,5.828,9,0.9,14.828
E01015423,5.828,9,0.9,14.828
E01015828,5.828,9,0.9,14.828
E01015844,5.828,9,0.9,14.828
E01015877,5.828,9,0.9,14.828
E01015917,5.828,9,0.9,14.828
E01016154,5.828,9,0.9,14.828
E01016405,5.828,9,0.9,14.828
E01016437,5.828,9,0.9,14.828
E01016439,5.828,9,0.9,14.828
E01016441,5.828,9,0.9,15.828
E01016689,5.828,10,1,15.828
E01016819,5.828,10,1,15.828
E01017023,5.828,10,1,15.828
E01017030,5.828,10,1,15.828
E01017053,5.828,10,1,15.828
E01017073,5.828,10,1,15.828
E01017090,5.828,10,1,15.828
E01017180,5.828,10,1,15.828
E01017189,5.828,10,1,15.828
E01017192,5.828,10,1,15.828
E01017195,5.828,10,1,15.828
E01017212,5.828,10,1,15.828
E01017489,5.828,10,1,15.828
E01017533,5.828,10,1,15.828
E01018021,5.828,10,1,15.828
E01018066,5.828,10,1,16.828
E01018462,5.828,11,1.1,16.828
E01018500,5.828,11,1.1,16.828
E01018520,5.828,11,1.1,16.828
E01018541,5.828,11,1.1,16.828
E01018543,5.828,11,1.1,16.828
E01018551,5.828,11,1.1,16.828
E01018564,5.828,11,1.1,16.828
E01018645,5.828,11,1.1,16.828
E01019209,5.828,11,1.1,16.828
E01019233,5.828,11,1.1,17.828
E01019652,5.828,12,1.2,17.828
E01020010,5.828,12,1.2,17.828
E01020014,5.828,12,1.2,17.828
E01020039,5.828,12,1.2,17.828
E01020313,5.828,12,1.2,17.828
E01020494,5.828,12,1.2,17.828
E01020765,5.828,12,1.2,17.828
E01020776,5.828,12,1.2,17.828
E01020838,5.828,12,1.2,18.828
E01020930,5.828,13,1.3,18.828
E01021272,5.828,13,1.3,18.828
E01021278,5.828,13,1.3,18.828
E01021420,5.828,13,1.3,18.828
E01021423,5.828,13,1.3,18.828
E01021428,5.828,13,1.3,18.828
E01021665,5.828,13,1.3,18.828
E01021666,5.828,13,1.3,18.828
E01021734,5.828,13,1.3,19.828
E01022121,5.828,14,1.4,19.828
E01022152,5.828,14,1.4,19.828
E01022567,5.828,14,1.4,19.828
E01022800,5.828,14,1.4,19.828
E01022801,5.828,14,1.4,19.828
E01022804,5.828,14,1.4,19.828
E01022807,5.828,14,1.4,19.828
E01022824,5.828,14,1.4,19.828
E01022970,5.828,14,1.4,20.828
E01023119,5.828,15,1.5,20.828
E01023120,5.828,15,1.5,20.828
E01023397,5.828,15,1.5,20.828
E01023405,5.828,15,1.5,20.828
E01023529,5.828,15,1.5,20.828
E01023545,5.828,15,1.5,20.828
E01023844,5.828,15,1.5,21.828
E01024178,5.828,16,1.6,21.828
E01024399,5.828,16,1.6,21.828
E01024640,5.828,16,1.6,21.828
E01024658,5.828,16,1.6,21.828
E01024685,5.828,16,1.6,21.828
E01024710,5.828,16,1.6,21.828
E01024761,5.828,16,1.6,22.828
E01024885,5.828,17,1.7,22.828
E01024900,5.828,17,1.7,22.828
E01024906,5.828,17,1.7,22.828
E01025136,5.828,17,1.7,22.828
E01025223,5.828,17,1.7,22.828
E01025296,5.828,17,1.7,23.828
E01025570,5.828,18,1.8,23.828
E01025939,5.828,18,1.8,23.828
E01025966,5.828,18,1.8,23.828
E01025969,5.828,18,1.8,23.828
E01026172,5.828,18,1.8,24.828
E01026457,5.828,19,1.9,24.828
E01026631,5.828,19,1.9,24.828
E01026685,5.828,19,1.9,24.828
E01026797,5.828,19,1.9,24.828
E01026816,5.828,19,1.9,25.828
E01026852,5.828,20,2,25.828
E01026859,5.828,20,2,25.828
E01026953,5.828,20,2,25.828
E01027148,5.828,20,2,25.828
E01027152,5.828,20,2,25.828
E01027176,5.828,20,2,25.828
E01027240,5.828,20,2,25.828
E01027252,5.828,20,2,26.828
E01027392,5.828,21,2.1,26.828
E01027393,5.828,21,2.1,26.828
E01027416,5.828,21,2.1,26.828
E01027427,5.828,21,2.1,27.828
E01027826,5.828,22,2.2,27.828
E01027954,5.828,22,2.2,27.828
E01027966,5.828,22,2.2,27.828
E01028049,5.828,22,2.2,27.828
E01028111,5.828,22,2.2,27.828
E01028112,5.828,22,2.2,27.828
E01028113,5.828,22,2.2,27.828
E01028162,5.828,22,2.2,27.828
E01028164,5.828,22,2.2,27.828
E01028212,5.828,22,2.2,28.828
E01028283,5.828,23,2.3,28.828
E01028284,5.828,23,2.3,28.828
E01028581,5.828,23,2.3,30.828
E01029051,5.828,25,2.5,30.828
E01029194,5.828,25,2.5,31.828
E01029299,5.828,26,2.6,31.828
E01029304,5.828,26,2.6,33.828
E01029831,5.828,28,2.8,35.828
E01030238,5.828,30,3,35.828
E01030239,5.828,30,3,35.828
E01030274,5.828,30,3,41.828
E01031116,5.828,36,3.6,44.828
E01031364,5.828,39,3.9,57.828
E01031879,5.828,52,5.2,6.828
E01000029,5.766,1,0.1,6.766
E01000699,5.766,1,0.1,6.766
E01000727,5.766,1,0.1,6.766
E01000730,5.766,1,0.1,6.766
E01000743,5.766,1,0.1,6.766
E01000795,5.766,1,0.1,6.766
E01000798,5.766,1,0.1,6.766
E01000873,5.766,1,0.1,6.766
E01000970,5.766,1,0.1,7.766
E01001331,5.766,2,0.2,7.766
E01001602,5.766,2,0.2,7.766
E01001632,5.766,2,0.2,7.766
E01001636,5.766,2,0.2,7.766
E01001651,5.766,2,0.2,7.766
E01001674,5.766,2,0.2,7.766
E01001684,5.766,2,0.2,7.766
E01001695,5.766,2,0.2,7.766
E01001855,5.766,2,0.2,7.766
E01001876,5.766,2,0.2,7.766
E01001890,5.766,2,0.2,7.766
E01001944,5.766,2,0.2,7.766
E01001946,5.766,2,0.2,7.766
E01002441,5.766,2,0.2,7.766
E01002553,5.766,2,0.2,8.766
E01003198,5.766,3,0.3,8.766
E01003218,5.766,3,0.3,8.766
E01003220,5.766,3,0.3,8.766
E01003263,5.766,3,0.3,8.766
E01003290,5.766,3,0.3,8.766
E01003319,5.766,3,0.3,8.766
E01003325,5.766,3,0.3,9.766
E01004811,5.766,4,0.4,9.766
E01004827,5.766,4,0.4,9.766
E01004849,5.766,4,0.4,9.766
E01004895,5.766,4,0.4,9.766
E01004938,5.766,4,0.4,9.766
E01005268,5.766,4,0.4,9.766
E01005269,5.766,4,0.4,9.766
E01005278,5.766,4,0.4,9.766
E01005312,5.766,4,0.4,9.766
E01005321,5.766,4,0.4,9.766
E01005345,5.766,4,0.4,9.766
E01005380,5.766,4,0.4,9.766
E01005422,5.766,4,0.4,9.766
E01005434,5.766,4,0.4,9.766
E01005464,5.766,4,0.4,9.766
E01005538,5.766,4,0.4,9.766
E01005564,5.766,4,0.4,9.766
E01005619,5.766,4,0.4,9.766
E01005621,5.766,4,0.4,9.766
E01005687,5.766,4,0.4,9.766
E01005695,5.766,4,0.4,9.766
E01005700,5.766,4,0.4,9.766
E01005818,5.766,4,0.4,9.766
E01006344,5.766,4,0.4,9.766
E01006415,5.766,4,0.4,9.766
E01006417,5.766,4,0.4,9.766
E01006434,5.766,4,0.4,9.766
E01006441,5.766,4,0.4,9.766
E01006443,5.766,4,0.4,9.766
E01006451,5.766,4,0.4,9.766
E01006477,5.766,4,0.4,9.766
E01006484,5.766,4,0.4,9.766
E01006490,5.766,4,0.4,9.766
E01006496,5.766,4,0.4,9.766
E01006507,5.766,4,0.4,9.766
E01006508,5.766,4,0.4,9.766
E01006509,5.766,4,0.4,9.766
E01006534,5.766,4,0.4,9.766
E01006587,5.766,4,0.4,9.766
E01006639,5.766,4,0.4,9.766
E01006668,5.766,4,0.4,9.766
E01006695,5.766,4,0.4,10.766
E01006797,5.766,5,0.5,10.766
E01006811,5.766,5,0.5,10.766
E01006812,5.766,5,0.5,10.766
E01006819,5.766,5,0.5,10.766
E01006874,5.766,5,0.5,10.766
E01006875,5.766,5,0.5,10.766
E01006961,5.766,5,0.5,10.766
E01007005,5.766,5,0.5,10.766
E01007049,5.766,5,0.5,10.766
E01007050,5.766,5,0.5,10.766
E01007052,5.766,5,0.5,10.766
E01007130,5.766,5,0.5,10.766
E01007272,5.766,5,0.5,10.766
E01007277,5.766,5,0.5,10.766
E01007291,5.766,5,0.5,10.766
E01007458,5.766,5,0.5,10.766
E01007463,5.766,5,0.5,10.766
E01007469,5.766,5,0.5,10.766
E01007502,5.766,5,0.5,10.766
E01007509,5.766,5,0.5,10.766
E01007510,5.766,5,0.5,10.766
E01007532,5.766,5,0.5,10.766
E01007539,5.766,5,0.5,10.766
E01007544,5.766,5,0.5,10.766
E01007546,5.766,5,0.5,10.766
E01007553,5.766,5,0.5,10.766
E01007557,5.766,5,0.5,10.766
E01007625,5.766,5,0.5,10.766
E01007882,5.766,5,0.5,10.766
E01007908,5.766,5,0.5,10.766
E01007969,5.766,5,0.5,10.766
E01007971,5.766,5,0.5,10.766
E01007973,5.766,5,0.5,10.766
E01008119,5.766,5,0.5,10.766
E01008203,5.766,5,0.5,10.766
E01008288,5.766,5,0.5,10.766
E01008375,5.766,5,0.5,10.766
E01008478,5.766,5,0.5,10.766
E01008582,5.766,5,0.5,10.766
E01008608,5.766,5,0.5,10.766
E01008698,5.766,5,0.5,10.766
E01008699,5.766,5,0.5,10.766
E01008774,5.766,5,0.5,10.766
E01008778,5.766,5,0.5,10.766
E01008821,5.766,5,0.5,10.766
E01008822,5.766,5,0.5,10.766
E01008841,5.766,5,0.5,10.766
E01008842,5.766,5,0.5,11.766
E01008998,5.766,6,0.6,11.766
E01009002,5.766,6,0.6,11.766
E01009081,5.766,6,0.6,11.766
E01009083,5.766,6,0.6,11.766
E01009104,5.766,6,0.6,11.766
E01009129,5.766,6,0.6,11.766
E01009475,5.766,6,0.6,11.766
E01009511,5.766,6,0.6,11.766
E01009550,5.766,6,0.6,11.766
E01009634,5.766,6,0.6,11.766
E01009679,5.766,6,0.6,11.766
E01009743,5.766,6,0.6,11.766
E01009746,5.766,6,0.6,11.766
E01009833,5.766,6,0.6,11.766
E01009879,5.766,6,0.6,11.766
E01009948,5.766,6,0.6,11.766
E01009989,5.766,6,0.6,11.766
E01010045,5.766,6,0.6,11.766
E01010122,5.766,6,0.6,11.766
E01010124,5.766,6,0.6,11.766
E01010144,5.766,6,0.6,11.766
E01010148,5.766,6,0.6,11.766
E01010298,5.766,6,0.6,11.766
E01010309,5.766,6,0.6,11.766
E01010316,5.766,6,0.6,11.766
E01010376,5.766,6,0.6,11.766
E01010400,5.766,6,0.6,11.766
E01010423,5.766,6,0.6,11.766
E01010676,5.766,6,0.6,11.766
E01010700,5.766,6,0.6,11.766
E01010743,5.766,6,0.6,11.766
E01010827,5.766,6,0.6,11.766
E01011025,5.766,6,0.6,12.766
E01011222,5.766,7,0.7,12.766
E01011226,5.766,7,0.7,12.766
E01011345,5.766,7,0.7,12.766
E01011450,5.766,7,0.7,12.766
E01011615,5.766,7,0.7,12.766
E01011624,5.766,7,0.7,12.766
E01011803,5.766,7,0.7,12.766
E01011808,5.766,7,0.7,12.766
E01011810,5.766,7,0.7,12.766
E01011919,5.766,7,0.7,12.766
E01012038,5.766,7,0.7,12.766
E01012043,5.766,7,0.7,12.766
E01012137,5.766,7,0.7,12.766
E01012259,5.766,7,0.7,12.766
E01012273,5.766,7,0.7,12.766
E01012274,5.766,7,0.7,12.766
E01012283,5.766,7,0.7,12.766
E01012288,5.766,7,0.7,12.766
E01012329,5.766,7,0.7,12.766
E01012427,5.766,7,0.7,12.766
E01012483,5.766,7,0.7,12.766
E01012524,5.766,7,0.7,12.766
E01012690,5.766,7,0.7,12.766
E01012694,5.766,7,0.7,12.766
E01012723,5.766,7,0.7,12.766
E01012755,5.766,7,0.7,12.766
E01012776,5.766,7,0.7,12.766
E01012782,5.766,7,0.7,12.766
E01012801,5.766,7,0.7,12.766
E01012811,5.766,7,0.7,12.766
E01012884,5.766,7,0.7,12.766
E01012911,5.766,7,0.7,12.766
E01012990,5.766,7,0.7,12.766
E01013001,5.766,7,0.7,13.766
E01013128,5.766,8,0.8,13.766
E01013134,5.766,8,0.8,13.766
E01013200,5.766,8,0.8,13.766
E01013445,5.766,8,0.8,13.766
E01013447,5.766,8,0.8,13.766
E01013584,5.766,8,0.8,13.766
E01013591,5.766,8,0.8,13.766
E01013636,5.766,8,0.8,13.766
E01013694,5.766,8,0.8,13.766
E01013698,5.766,8,0.8,13.766
E01013772,5.766,8,0.8,13.766
E01013850,5.766,8,0.8,13.766
E01013889,5.766,8,0.8,13.766
E01013890,5.766,8,0.8,13.766
E01013903,5.766,8,0.8,13.766
E01013941,5.766,8,0.8,13.766
E01013966,5.766,8,0.8,13.766
E01014042,5.766,8,0.8,13.766
E01014122,5.766,8,0.8,13.766
E01014223,5.766,8,0.8,13.766
E01014373,5.766,8,0.8,13.766
E01014599,5.766,8,0.8,13.766
E01014632,5.766,8,0.8,14.766
E01015026,5.766,9,0.9,14.766
E01015043,5.766,9,0.9,14.766
E01015074,5.766,9,0.9,14.766
E01015081,5.766,9,0.9,14.766
E01015194,5.766,9,0.9,14.766
E01015206,5.766,9,0.9,14.766
E01015231,5.766,9,0.9,14.766
E01015233,5.766,9,0.9,14.766
E01015387,5.766,9,0.9,14.766
E01015427,5.766,9,0.9,14.766
E01015428,5.766,9,0.9,14.766
E01015831,5.766,9,0.9,14.766
E01015933,5.766,9,0.9,14.766
E01016153,5.766,9,0.9,14.766
E01016155,5.766,9,0.9,14.766
E01016415,5.766,9,0.9,14.766
E01016615,5.766,9,0.9,15.766
E01016726,5.766,10,1,15.766
E01016848,5.766,10,1,15.766
E01017026,5.766,10,1,15.766
E01017028,5.766,10,1,15.766
E01017051,5.766,10,1,15.766
E01017097,5.766,10,1,15.766
E01017115,5.766,10,1,15.766
E01017137,5.766,10,1,15.766
E01017159,5.766,10,1,15.766
E01017194,5.766,10,1,15.766
E01017214,5.766,10,1,15.766
E01017246,5.766,10,1,15.766
E01017484,5.766,10,1,15.766
E01017531,5.766,10,1,15.766
E01018020,5.766,10,1,15.766
E01018032,5.766,10,1,16.766
E01018446,5.766,11,1.1,16.766
E01018461,5.766,11,1.1,16.766
E01018492,5.766,11,1.1,16.766
E01018522,5.766,11,1.1,16.766
E01018635,5.766,11,1.1,16.766
E01018730,5.766,11,1.1,16.766
E01019204,5.766,11,1.1,16.766
E01019207,5.766,11,1.1,16.766
E01019215,5.766,11,1.1,16.766
E01019237,5.766,11,1.1,16.766
E01019507,5.766,11,1.1,16.766
E01019508,5.766,11,1.1,16.766
E01019509,5.766,11,1.1,16.766
E01019511,5.766,11,1.1,16.766
E01019512,5.766,11,1.1,16.766
E01019575,5.766,11,1.1,17.766
E01019885,5.766,12,1.2,17.766
E01020022,5.766,12,1.2,17.766
E01020037,5.766,12,1.2,17.766
E01020065,5.766,12,1.2,17.766
E01020067,5.766,12,1.2,17.766
E01020081,5.766,12,1.2,17.766
E01020334,5.766,12,1.2,17.766
E01020342,5.766,12,1.2,17.766
E01020741,5.766,12,1.2,17.766
E01020742,5.766,12,1.2,17.766
E01020748,5.766,12,1.2,17.766
E01020784,5.766,12,1.2,17.766
E01020801,5.766,12,1.2,18.766
E01021279,5.766,13,1.3,18.766
E01021387,5.766,13,1.3,18.766
E01021424,5.766,13,1.3,18.766
E01021426,5.766,13,1.3,18.766
E01021427,5.766,13,1.3,18.766
E01021731,5.766,13,1.3,18.766
E01021992,5.766,13,1.3,19.766
E01022033,5.766,14,1.4,19.766
E01022050,5.766,14,1.4,19.766
E01022122,5.766,14,1.4,19.766
E01022151,5.766,14,1.4,19.766
E01022157,5.766,14,1.4,19.766
E01022162,5.766,14,1.4,19.766
E01022329,5.766,14,1.4,19.766
E01022568,5.766,14,1.4,19.766
E01022806,5.766,14,1.4,19.766
E01022810,5.766,14,1.4,19.766
E01022968,5.766,14,1.4,20.766
E01023393,5.766,15,1.5,20.766
E01023404,5.766,15,1.5,20.766
E01023544,5.766,15,1.5,20.766
E01023873,5.766,15,1.5,21.766
E01024240,5.766,16,1.6,21.766
E01024246,5.766,16,1.6,21.766
E01024249,5.766,16,1.6,21.766
E01024674,5.766,16,1.6,22.766
E01024881,5.766,17,1.7,22.766
E01024890,5.766,17,1.7,22.766
E01024902,5.766,17,1.7,22.766
E01025042,5.766,17,1.7,22.766
E01025055,5.766,17,1.7,22.766
E01025220,5.766,17,1.7,22.766
E01025228,5.766,17,1.7,22.766
E01025247,5.766,17,1.7,22.766
E01025471,5.766,17,1.7,22.766
E01025480,5.766,17,1.7,22.766
E01025492,5.766,17,1.7,22.766
E01025493,5.766,17,1.7,22.766
E01025494,5.766,17,1.7,22.766
E01025522,5.766,17,1.7,22.766
E01025541,5.766,17,1.7,23.766
E01025572,5.766,18,1.8,23.766
E01025937,5.766,18,1.8,23.766
E01025938,5.766,18,1.8,23.766
E01026048,5.766,18,1.8,24.766
E01026374,5.766,19,1.9,24.766
E01026445,5.766,19,1.9,24.766
E01026476,5.766,19,1.9,24.766
E01026477,5.766,19,1.9,24.766
E01026478,5.766,19,1.9,24.766
E01026603,5.766,19,1.9,24.766
E01026615,5.766,19,1.9,24.766
E01026684,5.766,19,1.9,24.766
E01026721,5.766,19,1.9,24.766
E01026804,5.766,19,1.9,24.766
E01026814,5.766,19,1.9,25.766
E01026850,5.766,20,2,25.766
E01026857,5.766,20,2,25.766
E01026982,5.766,20,2,25.766
E01027145,5.766,20,2,25.766
E01027158,5.766,20,2,25.766
E01027162,5.766,20,2,25.766
E01027173,5.766,20,2,25.766
E01027245,5.766,20,2,26.766
E01027391,5.766,21,2.1,26.766
E01027423,5.766,21,2.1,26.766
E01027526,5.766,21,2.1,26.766
E01027538,5.766,21,2.1,27.766
E01027817,5.766,22,2.2,27.766
E01027819,5.766,22,2.2,27.766
E01027820,5.766,22,2.2,27.766
E01027846,5.766,22,2.2,27.766
E01027872,5.766,22,2.2,27.766
E01027965,5.766,22,2.2,27.766
E01027977,5.766,22,2.2,27.766
E01027978,5.766,22,2.2,27.766
E01027979,5.766,22,2.2,27.766
E01027982,5.766,22,2.2,27.766
E01027985,5.766,22,2.2,27.766
E01027997,5.766,22,2.2,27.766
E01028011,5.766,22,2.2,27.766
E01028020,5.766,22,2.2,27.766
E01028147,5.766,22,2.2,27.766
E01028160,5.766,22,2.2,27.766
E01028243,5.766,22,2.2,28.766
E01028271,5.766,23,2.3,28.766
E01028333,5.766,23,2.3,28.766
E01028525,5.766,23,2.3,28.766
E01028530,5.766,23,2.3,28.766
E01028559,5.766,23,2.3,28.766
E01028573,5.766,23,2.3,30.766
E01029217,5.766,25,2.5,31.766
E01029297,5.766,26,2.6,31.766
E01029305,5.766,26,2.6,31.766
E01029306,5.766,26,2.6,31.766
E01029307,5.766,26,2.6,33.766
E01029825,5.766,28,2.8,33.766
E01029829,5.766,28,2.8,33.766
E01029834,5.766,28,2.8,33.766
E01029838,5.766,28,2.8,33.766
E01029851,5.766,28,2.8,33.766
E01029863,5.766,28,2.8,33.766
E01029991,5.766,28,2.8,35.766
E01030250,5.766,30,3,36.766
E01030400,5.766,31,3.1,41.766
E01031117,5.766,36,3.6,44.766
E01031347,5.766,39,3.9,56.766
E01031860,5.766,51,5.1,6.766
E01000429,5.704,1,0.1,6.704
E01000558,5.704,1,0.1,6.704
E01000685,5.704,1,0.1,6.704
E01000711,5.704,1,0.1,6.704
E01000720,5.704,1,0.1,6.704
E01000734,5.704,1,0.1,6.704
E01000745,5.704,1,0.1,6.704
E01000871,5.704,1,0.1,7.704
E01001329,5.704,2,0.2,7.704
E01001458,5.704,2,0.2,7.704
E01001553,5.704,2,0.2,7.704
E01001606,5.704,2,0.2,7.704
E01001615,5.704,2,0.2,7.704
E01001685,5.704,2,0.2,7.704
E01001690,5.704,2,0.2,7.704
E01001703,5.704,2,0.2,7.704
E01001704,5.704,2,0.2,7.704
E01001857,5.704,2,0.2,7.704
E01001943,5.704,2,0.2,7.704
E01002092,5.704,2,0.2,7.704
E01002301,5.704,2,0.2,7.704
E01002304,5.704,2,0.2,7.704
E01002394,5.704,2,0.2,8.704
E01003190,5.704,3,0.3,8.704
E01003192,5.704,3,0.3,8.704
E01003197,5.704,3,0.3,8.704
E01003251,5.704,3,0.3,8.704
E01003280,5.704,3,0.3,8.704
E01003322,5.704,3,0.3,8.704
E01004643,5.704,3,0.3,9.704
E01005125,5.704,4,0.4,9.704
E01005218,5.704,4,0.4,9.704
E01005288,5.704,4,0.4,9.704
E01005309,5.704,4,0.4,9.704
E01005352,5.704,4,0.4,9.704
E01005448,5.704,4,0.4,9.704
E01005459,5.704,4,0.4,9.704
E01005461,5.704,4,0.4,9.704
E01005466,5.704,4,0.4,9.704
E01005563,5.704,4,0.4,9.704
E01005599,5.704,4,0.4,9.704
E01005634,5.704,4,0.4,9.704
E01005642,5.704,4,0.4,9.704
E01005671,5.704,4,0.4,9.704
E01005674,5.704,4,0.4,9.704
E01005679,5.704,4,0.4,9.704
E01005688,5.704,4,0.4,9.704
E01005692,5.704,4,0.4,9.704
E01005817,5.704,4,0.4,9.704
E01005822,5.704,4,0.4,9.704
E01005905,5.704,4,0.4,9.704
E01005933,5.704,4,0.4,9.704
E01005945,5.704,4,0.4,9.704
E01006289,5.704,4,0.4,9.704
E01006307,5.704,4,0.4,9.704
E01006340,5.704,4,0.4,9.704
E01006342,5.704,4,0.4,9.704
E01006442,5.704,4,0.4,9.704
E01006450,5.704,4,0.4,9.704
E01006452,5.704,4,0.4,9.704
E01006461,5.704,4,0.4,9.704
E01006480,5.704,4,0.4,9.704
E01006483,5.704,4,0.4,9.704
E01006501,5.704,4,0.4,9.704
E01006503,5.704,4,0.4,9.704
E01006535,5.704,4,0.4,9.704
E01006654,5.704,4,0.4,9.704
E01006719,5.704,4,0.4,9.704
E01006759,5.704,4,0.4,9.704
E01006782,5.704,4,0.4,10.704
E01006810,5.704,5,0.5,10.704
E01006813,5.704,5,0.5,10.704
E01006815,5.704,5,0.5,10.704
E01006843,5.704,5,0.5,10.704
E01006872,5.704,5,0.5,10.704
E01006963,5.704,5,0.5,10.704
E01006964,5.704,5,0.5,10.704
E01006977,5.704,5,0.5,10.704
E01006978,5.704,5,0.5,10.704
E01006979,5.704,5,0.5,10.704
E01006980,5.704,5,0.5,10.704
E01006982,5.704,5,0.5,10.704
E01007006,5.704,5,0.5,10.704
E01007011,5.704,5,0.5,10.704
E01007014,5.704,5,0.5,10.704
E01007047,5.704,5,0.5,10.704
E01007269,5.704,5,0.5,10.704
E01007292,5.704,5,0.5,10.704
E01007296,5.704,5,0.5,10.704
E01007537,5.704,5,0.5,10.704
E01007540,5.704,5,0.5,10.704
E01007640,5.704,5,0.5,10.704
E01007909,5.704,5,0.5,10.704
E01007912,5.704,5,0.5,10.704
E01008086,5.704,5,0.5,10.704
E01008108,5.704,5,0.5,10.704
E01008117,5.704,5,0.5,10.704
E01008201,5.704,5,0.5,10.704
E01008202,5.704,5,0.5,10.704
E01008232,5.704,5,0.5,10.704
E01008285,5.704,5,0.5,10.704
E01008480,5.704,5,0.5,10.704
E01008579,5.704,5,0.5,10.704
E01008610,5.704,5,0.5,10.704
E01008669,5.704,5,0.5,10.704
E01008679,5.704,5,0.5,10.704
E01008694,5.704,5,0.5,10.704
E01008697,5.704,5,0.5,10.704
E01008736,5.704,5,0.5,10.704
E01008737,5.704,5,0.5,10.704
E01008739,5.704,5,0.5,11.704
E01008999,5.704,6,0.6,11.704
E01009079,5.704,6,0.6,11.704
E01009108,5.704,6,0.6,11.704
E01009109,5.704,6,0.6,11.704
E01009122,5.704,6,0.6,11.704
E01009552,5.704,6,0.6,11.704
E01009585,5.704,6,0.6,11.704
E01009592,5.704,6,0.6,11.704
E01009593,5.704,6,0.6,11.704
E01009597,5.704,6,0.6,11.704
E01009599,5.704,6,0.6,11.704
E01009656,5.704,6,0.6,11.704
E01009836,5.704,6,0.6,11.704
E01009847,5.704,6,0.6,11.704
E01009881,5.704,6,0.6,11.704
E01009888,5.704,6,0.6,11.704
E01009910,5.704,6,0.6,11.704
E01009935,5.704,6,0.6,11.704
E01009966,5.704,6,0.6,11.704
E01010051,5.704,6,0.6,11.704
E01010062,5.704,6,0.6,11.704
E01010107,5.704,6,0.6,11.704
E01010129,5.704,6,0.6,11.704
E01010139,5.704,6,0.6,11.704
E01010142,5.704,6,0.6,11.704
E01010147,5.704,6,0.6,11.704
E01010259,5.704,6,0.6,11.704
E01010261,5.704,6,0.6,11.704
E01010269,5.704,6,0.6,11.704
E01010274,5.704,6,0.6,11.704
E01010294,5.704,6,0.6,11.704
E01010313,5.704,6,0.6,11.704
E01010379,5.704,6,0.6,11.704
E01010396,5.704,6,0.6,11.704
E01010414,5.704,6,0.6,11.704
E01010420,5.704,6,0.6,11.704
E01010435,5.704,6,0.6,11.704
E01010521,5.704,6,0.6,11.704
E01010562,5.704,6,0.6,11.704
E01010564,5.704,6,0.6,11.704
E01010605,5.704,6,0.6,11.704
E01010626,5.704,6,0.6,11.704
E01010689,5.704,6,0.6,11.704
E01010702,5.704,6,0.6,11.704
E01010710,5.704,6,0.6,11.704
E01010711,5.704,6,0.6,11.704
E01010712,5.704,6,0.6,11.704
E01010745,5.704,6,0.6,11.704
E01010828,5.704,6,0.6,11.704
E01010912,5.704,6,0.6,11.704
E01010993,5.704,6,0.6,12.704
E01011122,5.704,7,0.7,12.704
E01011378,5.704,7,0.7,12.704
E01011442,5.704,7,0.7,12.704
E01011482,5.704,7,0.7,12.704
E01011695,5.704,7,0.7,12.704
E01011718,5.704,7,0.7,12.704
E01011728,5.704,7,0.7,12.704
E01011804,5.704,7,0.7,12.704
E01012052,5.704,7,0.7,12.704
E01012081,5.704,7,0.7,12.704
E01012134,5.704,7,0.7,12.704
E01012165,5.704,7,0.7,12.704
E01012167,5.704,7,0.7,12.704
E01012311,5.704,7,0.7,12.704
E01012358,5.704,7,0.7,12.704
E01012399,5.704,7,0.7,12.704
E01012425,5.704,7,0.7,12.704
E01012430,5.704,7,0.7,12.704
E01012444,5.704,7,0.7,12.704
E01012480,5.704,7,0.7,12.704
E01012603,5.704,7,0.7,12.704
E01012617,5.704,7,0.7,12.704
E01012677,5.704,7,0.7,12.704
E01012687,5.704,7,0.7,12.704
E01012713,5.704,7,0.7,12.704
E01012768,5.704,7,0.7,12.704
E01012798,5.704,7,0.7,12.704
E01012835,5.704,7,0.7,12.704
E01012916,5.704,7,0.7,13.704
E01013129,5.704,8,0.8,13.704
E01013130,5.704,8,0.8,13.704
E01013131,5.704,8,0.8,13.704
E01013135,5.704,8,0.8,13.704
E01013145,5.704,8,0.8,13.704
E01013163,5.704,8,0.8,13.704
E01013184,5.704,8,0.8,13.704
E01013198,5.704,8,0.8,13.704
E01013199,5.704,8,0.8,13.704
