LSOA_CODE,School Rating,Crime per region,Crime per region/10,
E01013908,6.758,8,0.8,14.758
E01014690,6.758,8,0.8,15.758
E01015257,6.758,9,0.9,15.758
E01015442,6.758,9,0.9,15.758
E01015443,6.758,9,0.9,15.758
E01015852,6.758,9,0.9,16.758
E01017036,6.758,10,1,16.758
E01017129,6.758,10,1,17.758
E01018347,6.758,11,1.1,17.758
E01018478,6.758,11,1.1,17.758
E01018738,6.758,11,1.1,19.758
E01021968,6.758,13,1.3,19.758
E01022000,6.758,13,1.3,19.758
E01022005,6.758,13,1.3,19.758
E01022007,6.758,13,1.3,20.758
E01022539,6.758,14,1.4,22.758
E01024728,6.758,16,1.6,24.758
E01025578,6.758,18,1.8,24.758
E01026074,6.758,18,1.8,25.758
E01026598,6.758,19,1.9,26.758
E01026951,6.758,20,2,26.758
E01027239,6.758,20,2,28.758
E01028004,6.758,22,2.2,29.758
E01028320,6.758,23,2.3,29.758
E01028518,6.758,23,2.3,29.758
E01028519,6.758,23,2.3,29.758
E01028520,6.758,23,2.3,29.758
E01028568,6.758,23,2.3,36.758
E01030257,6.758,30,3,36.758
E01030288,6.758,30,3,10.758
E01005161,6.696,4,0.4,10.696
E01005247,6.696,4,0.4,10.696
E01005615,6.696,4,0.4,10.696
E01005630,6.696,4,0.4,10.696
E01005660,6.696,4,0.4,10.696
E01005661,6.696,4,0.4,10.696
E01005719,6.696,4,0.4,10.696
E01006494,6.696,4,0.4,10.696
E01006556,6.696,4,0.4,10.696
E01006562,6.696,4,0.4,10.696
E01006610,6.696,4,0.4,10.696
E01006674,6.696,4,0.4,10.696
E01006690,6.696,4,0.4,10.696
E01006692,6.696,4,0.4,10.696
E01006698,6.696,4,0.4,10.696
E01006699,6.696,4,0.4,10.696
E01006702,6.696,4,0.4,10.696
E01006730,6.696,4,0.4,11.696
E01007534,6.696,5,0.5,11.696
E01007555,6.696,5,0.5,11.696
E01007578,6.696,5,0.5,11.696
E01007629,6.696,5,0.5,11.696
E01008124,6.696,5,0.5,11.696
E01008389,6.696,5,0.5,11.696
E01008430,6.696,5,0.5,11.696
E01008731,6.696,5,0.5,12.696
E01009115,6.696,6,0.6,12.696
E01009750,6.696,6,0.6,12.696
E01010018,6.696,6,0.6,12.696
E01010456,6.696,6,0.6,12.696
E01010610,6.696,6,0.6,12.696
E01010650,6.696,6,0.6,12.696
E01010680,6.696,6,0.6,12.696
E01010684,6.696,6,0.6,12.696
E01010914,6.696,6,0.6,13.696
E01011281,6.696,7,0.7,13.696
E01011284,6.696,7,0.7,13.696
E01011327,6.696,7,0.7,13.696
E01011361,6.696,7,0.7,13.696
E01011363,6.696,7,0.7,13.696
E01011481,6.696,7,0.7,13.696
E01011491,6.696,7,0.7,13.696
E01011493,6.696,7,0.7,13.696
E01011618,6.696,7,0.7,13.696
E01011625,6.696,7,0.7,13.696
E01011725,6.696,7,0.7,13.696
E01012751,6.696,7,0.7,13.696
E01012804,6.696,7,0.7,13.696
E01012865,6.696,7,0.7,13.696
E01012949,6.696,7,0.7,14.696
E01013144,6.696,8,0.8,14.696
E01013179,6.696,8,0.8,14.696
E01013180,6.696,8,0.8,14.696
E01013219,6.696,8,0.8,14.696
E01013784,6.696,8,0.8,14.696
E01013942,6.696,8,0.8,14.696
E01014071,6.696,8,0.8,14.696
E01014515,6.696,8,0.8,14.696
E01014613,6.696,8,0.8,14.696
E01014694,6.696,8,0.8,14.696
E01014725,6.696,8,0.8,15.696
E01016008,6.696,9,0.9,16.696
E01017102,6.696,10,1,16.696
E01017151,6.696,10,1,16.696
E01017231,6.696,10,1,16.696
E01017267,6.696,10,1,17.696
E01018315,6.696,11,1.1,17.696
E01018739,6.696,11,1.1,19.696
E01021997,6.696,13,1.3,19.696
E01022004,6.696,13,1.3,20.696
E01022038,6.696,14,1.4,22.696
E01024763,6.696,16,1.6,25.696
E01026622,6.696,19,1.9,25.696
E01026626,6.696,19,1.9,25.696
E01026817,6.696,19,1.9,26.696
E01027214,6.696,20,2,28.696
E01028002,6.696,22,2.2,28.696
E01028062,6.696,22,2.2,36.696
E01030290,6.696,30,3,8.696
E01002440,6.634,2,0.2,10.634
E01005070,6.634,4,0.4,10.634
E01005094,6.634,4,0.4,10.634
E01005704,6.634,4,0.4,10.634
E01005725,6.634,4,0.4,10.634
E01006467,6.634,4,0.4,10.634
E01006599,6.634,4,0.4,10.634
E01006607,6.634,4,0.4,10.634
E01006638,6.634,4,0.4,10.634
E01006694,6.634,4,0.4,10.634
E01006700,6.634,4,0.4,10.634
E01006722,6.634,4,0.4,10.634
E01006726,6.634,4,0.4,10.634
E01006737,6.634,4,0.4,10.634
E01006747,6.634,4,0.4,11.634
E01007498,6.634,5,0.5,11.634
E01007501,6.634,5,0.5,11.634
E01007529,6.634,5,0.5,11.634
E01007556,6.634,5,0.5,11.634
E01007571,6.634,5,0.5,11.634
E01007575,6.634,5,0.5,11.634
E01007579,6.634,5,0.5,11.634
E01007627,6.634,5,0.5,11.634
E01007628,6.634,5,0.5,11.634
E01007754,6.634,5,0.5,11.634
E01007760,6.634,5,0.5,11.634
E01007762,6.634,5,0.5,11.634
E01007950,6.634,5,0.5,11.634
E01007999,6.634,5,0.5,11.634
E01008002,6.634,5,0.5,11.634
E01008076,6.634,5,0.5,11.634
E01008118,6.634,5,0.5,11.634
E01008392,6.634,5,0.5,11.634
E01008432,6.634,5,0.5,11.634
E01008439,6.634,5,0.5,11.634
E01008457,6.634,5,0.5,11.634
E01008813,6.634,5,0.5,11.634
E01008814,6.634,5,0.5,12.634
E01009664,6.634,6,0.6,12.634
E01009980,6.634,6,0.6,12.634
E01010069,6.634,6,0.6,12.634
E01010615,6.634,6,0.6,12.634
E01010686,6.634,6,0.6,12.634
E01010730,6.634,6,0.6,13.634
E01011293,6.634,7,0.7,13.634
E01011430,6.634,7,0.7,13.634
E01011449,6.634,7,0.7,13.634
E01011497,6.634,7,0.7,13.634
E01011500,6.634,7,0.7,13.634
E01011669,6.634,7,0.7,13.634
E01011721,6.634,7,0.7,13.634
E01011724,6.634,7,0.7,13.634
E01011750,6.634,7,0.7,13.634
E01012019,6.634,7,0.7,13.634
E01012058,6.634,7,0.7,13.634
E01012520,6.634,7,0.7,14.634
E01013137,6.634,8,0.8,14.634
E01013147,6.634,8,0.8,14.634
E01013176,6.634,8,0.8,14.634
E01013218,6.634,8,0.8,14.634
E01013834,6.634,8,0.8,14.634
E01013961,6.634,8,0.8,14.634
E01014261,6.634,8,0.8,14.634
E01014688,6.634,8,0.8,14.634
E01014691,6.634,8,0.8,14.634
E01014692,6.634,8,0.8,15.634
E01015935,6.634,9,0.9,16.634
E01017270,6.634,10,1,16.634
E01017338,6.634,10,1,16.634
E01017344,6.634,10,1,17.634
E01018463,6.634,11,1.1,17.634
E01019223,6.634,11,1.1,19.634
E01021573,6.634,13,1.3,19.634
E01022001,6.634,13,1.3,19.634
E01022006,6.634,13,1.3,20.634
E01022026,6.634,14,1.4,20.634
E01022540,6.634,14,1.4,20.634
E01022677,6.634,14,1.4,22.634
E01024682,6.634,16,1.6,22.634
E01024735,6.634,16,1.6,24.634
E01025573,6.634,18,1.8,24.634
E01025583,6.634,18,1.8,25.634
E01026595,6.634,19,1.9,25.634
E01026624,6.634,19,1.9,25.634
E01026818,6.634,19,1.9,26.634
E01026866,6.634,20,2,26.634
E01027199,6.634,20,2,28.634
E01028245,6.634,22,2.2,29.634
E01028264,6.634,23,2.3,29.634
E01028567,6.634,23,2.3,34.634
E01029994,6.634,28,2.8,45.634
E01031353,6.634,39,3.9,8.634
E01002278,6.572,2,0.2,10.572
E01005061,6.572,4,0.4,10.572
E01005075,6.572,4,0.4,10.572
E01005113,6.572,4,0.4,10.572
E01005239,6.572,4,0.4,10.572
E01005283,6.572,4,0.4,10.572
E01005604,6.572,4,0.4,10.572
E01005662,6.572,4,0.4,10.572
E01005731,6.572,4,0.4,10.572
E01006493,6.572,4,0.4,10.572
E01006540,6.572,4,0.4,10.572
E01006547,6.572,4,0.4,10.572
E01006637,6.572,4,0.4,10.572
E01006716,6.572,4,0.4,10.572
E01006746,6.572,4,0.4,10.572
E01006748,6.572,4,0.4,10.572
E01006752,6.572,4,0.4,10.572
E01006775,6.572,4,0.4,11.572
E01007462,6.572,5,0.5,11.572
E01007535,6.572,5,0.5,11.572
E01007558,6.572,5,0.5,11.572
E01007563,6.572,5,0.5,11.572
E01007721,6.572,5,0.5,11.572
E01007852,6.572,5,0.5,11.572
E01007946,6.572,5,0.5,11.572
E01007963,6.572,5,0.5,11.572
E01007966,6.572,5,0.5,11.572
E01007968,6.572,5,0.5,11.572
E01008001,6.572,5,0.5,11.572
E01008054,6.572,5,0.5,11.572
E01008299,6.572,5,0.5,11.572
E01008388,6.572,5,0.5,11.572
E01008431,6.572,5,0.5,11.572
E01008438,6.572,5,0.5,11.572
E01008460,6.572,5,0.5,12.572
E01010067,6.572,6,0.6,12.572
E01010076,6.572,6,0.6,12.572
E01010815,6.572,6,0.6,13.572
E01011740,6.572,7,0.7,13.572
E01011742,6.572,7,0.7,13.572
E01011745,6.572,7,0.7,13.572
E01012328,6.572,7,0.7,13.572
E01012332,6.572,7,0.7,13.572
E01012526,6.572,7,0.7,13.572
E01012671,6.572,7,0.7,13.572
E01012837,6.572,7,0.7,13.572
E01012864,6.572,7,0.7,13.572
E01012948,6.572,7,0.7,14.572
E01013221,6.572,8,0.8,14.572
E01013231,6.572,8,0.8,14.572
E01013779,6.572,8,0.8,14.572
E01013781,6.572,8,0.8,14.572
E01013813,6.572,8,0.8,14.572
E01013960,6.572,8,0.8,14.572
E01014072,6.572,8,0.8,14.572
E01014263,6.572,8,0.8,15.572
E01015046,6.572,9,0.9,15.572
E01015861,6.572,9,0.9,15.572
E01015903,6.572,9,0.9,15.572
E01016003,6.572,9,0.9,16.572
E01017039,6.572,10,1,16.572
E01017104,6.572,10,1,16.572
E01017106,6.572,10,1,16.572
E01017155,6.572,10,1,16.572
E01017158,6.572,10,1,16.572
E01017282,6.572,10,1,16.572
E01017287,6.572,10,1,16.572
E01017332,6.572,10,1,16.572
E01017364,6.572,10,1,17.572
E01018477,6.572,11,1.1,19.572
E01021977,6.572,13,1.3,20.572
E01022032,6.572,14,1.4,24.572
E01025608,6.572,18,1.8,24.572
E01026092,6.572,18,1.8,25.572
E01026599,6.572,19,1.9,25.572
E01026625,6.572,19,1.9,26.572
E01026833,6.572,20,2,26.572
E01026843,6.572,20,2,26.572
E01026858,6.572,20,2,26.572
E01026961,6.572,20,2,26.572
E01027195,6.572,20,2,26.572
E01027198,6.572,20,2,26.572
E01027310,6.572,20,2,26.572
E01027340,6.572,20,2,26.572
E01027341,6.572,20,2,28.572
E01027854,6.572,22,2.2,28.572
E01027867,6.572,22,2.2,28.572
E01028063,6.572,22,2.2,28.572
E01028227,6.572,22,2.2,28.572
E01028229,6.572,22,2.2,29.572
E01028319,6.572,23,2.3,29.572
E01028570,6.572,23,2.3,34.572
E01029979,6.572,28,2.8,36.572
E01030254,6.572,30,3,7.572
E01000027,6.51,1,0.1,7.51
E01000787,6.51,1,0.1,10.51
E01005163,6.51,4,0.4,10.51
E01005199,6.51,4,0.4,10.51
E01005213,6.51,4,0.4,10.51
E01005429,6.51,4,0.4,10.51
E01005551,6.51,4,0.4,10.51
E01005605,6.51,4,0.4,10.51
E01005638,6.51,4,0.4,10.51
E01006522,6.51,4,0.4,10.51
E01006608,6.51,4,0.4,10.51
E01006609,6.51,4,0.4,10.51
E01006612,6.51,4,0.4,10.51
E01006642,6.51,4,0.4,10.51
E01006645,6.51,4,0.4,10.51
E01006659,6.51,4,0.4,10.51
E01006664,6.51,4,0.4,10.51
E01006696,6.51,4,0.4,10.51
E01006697,6.51,4,0.4,10.51
E01006729,6.51,4,0.4,10.51
E01006732,6.51,4,0.4,10.51
E01006735,6.51,4,0.4,10.51
E01006740,6.51,4,0.4,10.51
E01006766,6.51,4,0.4,11.51
E01007503,6.51,5,0.5,11.51
E01007531,6.51,5,0.5,11.51
E01007879,6.51,5,0.5,11.51
E01007945,6.51,5,0.5,11.51
E01008005,6.51,5,0.5,11.51
E01008057,6.51,5,0.5,11.51
E01008302,6.51,5,0.5,11.51
E01008335,6.51,5,0.5,11.51
E01008762,6.51,5,0.5,12.51
E01009978,6.51,6,0.6,12.51
E01010033,6.51,6,0.6,12.51
E01010066,6.51,6,0.6,12.51
E01010443,6.51,6,0.6,12.51
E01010653,6.51,6,0.6,13.51
E01011314,6.51,7,0.7,13.51
E01011330,6.51,7,0.7,13.51
E01011670,6.51,7,0.7,13.51
E01011739,6.51,7,0.7,13.51
E01011746,6.51,7,0.7,13.51
E01012031,6.51,7,0.7,13.51
E01012035,6.51,7,0.7,13.51
E01012357,6.51,7,0.7,13.51
E01012380,6.51,7,0.7,13.51
E01012388,6.51,7,0.7,13.51
E01012420,6.51,7,0.7,13.51
E01012422,6.51,7,0.7,13.51
E01012674,6.51,7,0.7,13.51
E01012746,6.51,7,0.7,13.51
E01012836,6.51,7,0.7,13.51
E01012886,6.51,7,0.7,13.51
E01012902,6.51,7,0.7,13.51
E01012932,6.51,7,0.7,13.51
E01012943,6.51,7,0.7,13.51
E01012950,6.51,7,0.7,13.51
E01012951,6.51,7,0.7,14.51
E01013136,6.51,8,0.8,14.51
E01013139,6.51,8,0.8,14.51
E01013142,6.51,8,0.8,14.51
E01013209,6.51,8,0.8,14.51
E01013220,6.51,8,0.8,14.51
E01013234,6.51,8,0.8,14.51
E01013634,6.51,8,0.8,14.51
E01013888,6.51,8,0.8,14.51
E01013993,6.51,8,0.8,14.51
E01014260,6.51,8,0.8,15.51
E01015260,6.51,9,0.9,15.51
E01015385,6.51,9,0.9,15.51
E01015936,6.51,9,0.9,16.51
E01016864,6.51,10,1,16.51
E01017109,6.51,10,1,16.51
E01017340,6.51,10,1,16.51
E01017341,6.51,10,1,16.51
E01017366,6.51,10,1,17.51
E01018312,6.51,11,1.1,17.51
E01018344,6.51,11,1.1,17.51
E01018464,6.51,11,1.1,17.51
E01018476,6.51,11,1.1,19.51
E01022002,6.51,13,1.3,20.51
E01022031,6.51,14,1.4,20.51
E01022042,6.51,14,1.4,20.51
E01022903,6.51,14,1.4,22.51
E01024588,6.51,16,1.6,22.51
E01024657,6.51,16,1.6,22.51
E01024719,6.51,16,1.6,25.51
E01026798,6.51,19,1.9,26.51
E01026863,6.51,20,2,26.51
E01026869,6.51,20,2,26.51
E01026954,6.51,20,2,26.51
E01026958,6.51,20,2,26.51
E01026959,6.51,20,2,26.51
E01026960,6.51,20,2,26.51
E01026967,6.51,20,2,26.51
E01027200,6.51,20,2,26.51
E01027207,6.51,20,2,26.51
E01027210,6.51,20,2,26.51
E01027211,6.51,20,2,26.51
E01027213,6.51,20,2,26.51
E01027242,6.51,20,2,26.51
E01027243,6.51,20,2,26.51
E01027244,6.51,20,2,26.51
E01027248,6.51,20,2,26.51
E01027339,6.51,20,2,27.51
E01027451,6.51,21,2.1,28.51
E01028061,6.51,22,2.2,29.51
E01028256,6.51,23,2.3,29.51
E01028517,6.51,23,2.3,29.51
E01028576,6.51,23,2.3,36.51
E01030273,6.51,30,3,36.51
E01030275,6.51,30,3,36.51
E01030287,6.51,30,3,10.51
E01005194,6.448,4,0.4,10.448
E01005258,6.448,4,0.4,10.448
E01005463,6.448,4,0.4,10.448
E01005527,6.448,4,0.4,10.448
E01005601,6.448,4,0.4,10.448
E01005625,6.448,4,0.4,10.448
E01005659,6.448,4,0.4,10.448
E01005664,6.448,4,0.4,10.448
E01005703,6.448,4,0.4,10.448
E01005706,6.448,4,0.4,10.448
E01005729,6.448,4,0.4,10.448
E01006447,6.448,4,0.4,10.448
E01006448,6.448,4,0.4,10.448
E01006492,6.448,4,0.4,10.448
E01006515,6.448,4,0.4,10.448
E01006542,6.448,4,0.4,10.448
E01006575,6.448,4,0.4,10.448
E01006613,6.448,4,0.4,10.448
E01006709,6.448,4,0.4,10.448
E01006731,6.448,4,0.4,10.448
E01006738,6.448,4,0.4,11.448
E01007737,6.448,5,0.5,11.448
E01007849,6.448,5,0.5,11.448
E01007856,6.448,5,0.5,11.448
E01007857,6.448,5,0.5,11.448
E01007943,6.448,5,0.5,11.448
E01007947,6.448,5,0.5,11.448
E01007984,6.448,5,0.5,11.448
E01008003,6.448,5,0.5,11.448
E01008004,6.448,5,0.5,11.448
E01008062,6.448,5,0.5,11.448
E01008289,6.448,5,0.5,11.448
E01008290,6.448,5,0.5,11.448
E01008300,6.448,5,0.5,11.448
E01008415,6.448,5,0.5,11.448
E01008449,6.448,5,0.5,12.448
E01009107,6.448,6,0.6,12.448
E01009309,6.448,6,0.6,12.448
E01009404,6.448,6,0.6,12.448
E01009891,6.448,6,0.6,12.448
E01010032,6.448,6,0.6,12.448
E01010444,6.448,6,0.6,12.448
E01010611,6.448,6,0.6,13.448
E01011286,6.448,7,0.7,13.448
E01011321,6.448,7,0.7,13.448
E01011499,6.448,7,0.7,13.448
E01011678,6.448,7,0.7,13.448
E01011732,6.448,7,0.7,13.448
E01012021,6.448,7,0.7,13.448
E01012068,6.448,7,0.7,13.448
E01012314,6.448,7,0.7,13.448
E01012326,6.448,7,0.7,13.448
E01012390,6.448,7,0.7,13.448
E01012391,6.448,7,0.7,13.448
E01012442,6.448,7,0.7,13.448
E01012670,6.448,7,0.7,13.448
E01012673,6.448,7,0.7,13.448
E01012695,6.448,7,0.7,13.448
E01012738,6.448,7,0.7,13.448
E01012743,6.448,7,0.7,13.448
E01012745,6.448,7,0.7,13.448
E01012763,6.448,7,0.7,13.448
E01012810,6.448,7,0.7,13.448
E01012833,6.448,7,0.7,13.448
E01012882,6.448,7,0.7,13.448
E01012887,6.448,7,0.7,14.448
E01013138,6.448,8,0.8,14.448
E01013233,6.448,8,0.8,14.448
E01013777,6.448,8,0.8,14.448
E01013778,6.448,8,0.8,14.448
E01013862,6.448,8,0.8,14.448
E01013900,6.448,8,0.8,14.448
E01013907,6.448,8,0.8,14.448
E01013958,6.448,8,0.8,14.448
E01014611,6.448,8,0.8,15.448
E01015262,6.448,9,0.9,15.448
E01015380,6.448,9,0.9,15.448
E01015386,6.448,9,0.9,15.448
E01015430,6.448,9,0.9,15.448
E01015855,6.448,9,0.9,15.448
E01015862,6.448,9,0.9,15.448
E01015901,6.448,9,0.9,16.448
E01016743,6.448,10,1,16.448
E01017089,6.448,10,1,16.448
E01017105,6.448,10,1,16.448
E01017286,6.448,10,1,16.448
E01017299,6.448,10,1,16.448
E01017335,6.448,10,1,16.448
E01017342,6.448,10,1,16.448
E01017343,6.448,10,1,17.448
E01019220,6.448,11,1.1,19.448
E01021999,6.448,13,1.3,20.448
E01022030,6.448,14,1.4,20.448
E01022668,6.448,14,1.4,21.448
E01023536,6.448,15,1.5,23.448
E01025305,6.448,17,1.7,24.448
E01025593,6.448,18,1.8,24.448
E01025607,6.448,18,1.8,24.448
E01026114,6.448,18,1.8,25.448
E01026596,6.448,19,1.9,25.448
E01026623,6.448,19,1.9,25.448
E01026640,6.448,19,1.9,25.448
E01026805,6.448,19,1.9,26.448
E01026834,6.448,20,2,26.448
E01027177,6.448,20,2,27.448
E01027539,6.448,21,2.1,27.448
E01027543,6.448,21,2.1,28.448
E01027825,6.448,22,2.2,28.448
E01027950,6.448,22,2.2,28.448
E01028019,6.448,22,2.2,28.448
E01028228,6.448,22,2.2,29.448
E01028248,6.448,23,2.3,29.448
E01028334,6.448,23,2.3,29.448
E01028577,6.448,23,2.3,34.448
E01029978,6.448,28,2.8,36.448
E01030255,6.448,30,3,36.448
E01030289,6.448,30,3,7.448
E01000792,6.386,1,0.1,8.386
E01002282,6.386,2,0.2,8.386
E01002442,6.386,2,0.2,10.386
E01005111,6.386,4,0.4,10.386
E01005115,6.386,4,0.4,10.386
E01005254,6.386,4,0.4,10.386
E01005263,6.386,4,0.4,10.386
E01005427,6.386,4,0.4,10.386
E01005428,6.386,4,0.4,10.386
E01005430,6.386,4,0.4,10.386
E01005626,6.386,4,0.4,10.386
E01005632,6.386,4,0.4,10.386
E01005698,6.386,4,0.4,10.386
E01005709,6.386,4,0.4,10.386
E01006495,6.386,4,0.4,10.386
E01006514,6.386,4,0.4,10.386
E01006544,6.386,4,0.4,10.386
E01006679,6.386,4,0.4,10.386
E01006693,6.386,4,0.4,10.386
E01006705,6.386,4,0.4,10.386
E01006725,6.386,4,0.4,10.386
E01006727,6.386,4,0.4,10.386
E01006743,6.386,4,0.4,10.386
E01006769,6.386,4,0.4,10.386
E01006770,6.386,4,0.4,11.386
E01006861,6.386,5,0.5,11.386
E01007497,6.386,5,0.5,11.386
E01007533,6.386,5,0.5,11.386
E01007626,6.386,5,0.5,11.386
E01007853,6.386,5,0.5,11.386
E01007854,6.386,5,0.5,11.386
E01007970,6.386,5,0.5,11.386
E01007975,6.386,5,0.5,11.386
E01008092,6.386,5,0.5,11.386
E01008301,6.386,5,0.5,11.386
E01008811,6.386,5,0.5,12.386
E01009110,6.386,6,0.6,12.386
E01009114,6.386,6,0.6,12.386
E01009124,6.386,6,0.6,12.386
E01009977,6.386,6,0.6,12.386
E01009996,6.386,6,0.6,12.386
E01010070,6.386,6,0.6,12.386
E01010074,6.386,6,0.6,12.386
E01010120,6.386,6,0.6,12.386
E01010655,6.386,6,0.6,12.386
E01010826,6.386,6,0.6,13.386
E01011357,6.386,7,0.7,13.386
E01011490,6.386,7,0.7,13.386
E01011656,6.386,7,0.7,13.386
E01011681,6.386,7,0.7,13.386
E01012027,6.386,7,0.7,13.386
E01012044,6.386,7,0.7,13.386
E01012266,6.386,7,0.7,13.386
E01012268,6.386,7,0.7,13.386
E01012377,6.386,7,0.7,13.386
E01012419,6.386,7,0.7,13.386
E01012679,6.386,7,0.7,13.386
E01012682,6.386,7,0.7,13.386
E01012735,6.386,7,0.7,13.386
E01012840,6.386,7,0.7,13.386
E01012945,6.386,7,0.7,13.386
E01012947,6.386,7,0.7,14.386
E01013165,6.386,8,0.8,14.386
E01013207,6.386,8,0.8,14.386
E01013208,6.386,8,0.8,14.386
E01013681,6.386,8,0.8,14.386
E01013820,6.386,8,0.8,14.386
E01013844,6.386,8,0.8,14.386
E01013924,6.386,8,0.8,14.386
E01013994,6.386,8,0.8,14.386
E01014262,6.386,8,0.8,14.386
E01014600,6.386,8,0.8,14.386
E01014614,6.386,8,0.8,14.386
E01014663,6.386,8,0.8,15.386
E01015263,6.386,9,0.9,15.386
E01015906,6.386,9,0.9,16.386
E01016744,6.386,10,1,16.386
E01016865,6.386,10,1,16.386
E01017082,6.386,10,1,16.386
E01017093,6.386,10,1,16.386
E01017108,6.386,10,1,16.386
E01017182,6.386,10,1,16.386
E01017184,6.386,10,1,16.386
E01017185,6.386,10,1,16.386
E01017311,6.386,10,1,16.386
E01017346,6.386,10,1,16.386
E01017352,6.386,10,1,17.386
E01019193,6.386,11,1.1,17.386
E01019230,6.386,11,1.1,18.386
E01019664,6.386,12,1.2,19.386
E01021290,6.386,13,1.3,19.386
E01021638,6.386,13,1.3,19.386
E01021641,6.386,13,1.3,20.386
E01022043,6.386,14,1.4,20.386
E01022679,6.386,14,1.4,22.386
E01024764,6.386,16,1.6,23.386
E01025117,6.386,17,1.7,24.386
E01025591,6.386,18,1.8,24.386
E01026112,6.386,18,1.8,25.386
E01026639,6.386,19,1.9,25.386
E01026791,6.386,19,1.9,25.386
E01026800,6.386,19,1.9,26.386
E01026826,6.386,20,2,26.386
E01026841,6.386,20,2,26.386
E01026844,6.386,20,2,26.386
E01026957,6.386,20,2,26.386
E01027137,6.386,20,2,26.386
E01027161,6.386,20,2,26.386
E01027197,6.386,20,2,27.386
E01027540,6.386,21,2.1,29.386
E01028247,6.386,23,2.3,36.386
E01030233,6.386,30,3,36.386
E01030234,6.386,30,3,36.386
E01030235,6.386,30,3,36.386
E01030291,6.386,30,3,7.386
E01000030,6.324,1,0.1,8.324
E01001054,6.324,2,0.2,8.324
E01002277,6.324,2,0.2,8.324
E01002279,6.324,2,0.2,8.324
E01002283,6.324,2,0.2,8.324
E01002284,6.324,2,0.2,9.324
E01003352,6.324,3,0.3,10.324
E01005073,6.324,4,0.4,10.324
E01005192,6.324,4,0.4,10.324
E01005222,6.324,4,0.4,10.324
E01005265,6.324,4,0.4,10.324
E01005326,6.324,4,0.4,10.324
E01005627,6.324,4,0.4,10.324
E01005707,6.324,4,0.4,10.324
E01005727,6.324,4,0.4,10.324
E01006546,6.324,4,0.4,10.324
E01006600,6.324,4,0.4,10.324
E01006762,6.324,4,0.4,11.324
E01007122,6.324,5,0.5,11.324
E01007127,6.324,5,0.5,11.324
E01007133,6.324,5,0.5,11.324
E01007985,6.324,5,0.5,11.324
E01008059,6.324,5,0.5,11.324
E01008060,6.324,5,0.5,11.324
E01008094,6.324,5,0.5,11.324
E01008099,6.324,5,0.5,11.324
E01008345,6.324,5,0.5,11.324
E01008396,6.324,5,0.5,11.324
E01008399,6.324,5,0.5,12.324
E01009093,6.324,6,0.6,12.324
E01009094,6.324,6,0.6,12.324
E01009754,6.324,6,0.6,12.324
E01009964,6.324,6,0.6,12.324
E01009983,6.324,6,0.6,12.324
E01010075,6.324,6,0.6,12.324
E01010239,6.324,6,0.6,12.324
E01010445,6.324,6,0.6,12.324
E01010608,6.324,6,0.6,12.324
E01010831,6.324,6,0.6,13.324
E01011128,6.324,7,0.7,13.324
E01011319,6.324,7,0.7,13.324
E01011343,6.324,7,0.7,13.324
E01011369,6.324,7,0.7,13.324
E01011445,6.324,7,0.7,13.324
E01011447,6.324,7,0.7,13.324
E01011470,6.324,7,0.7,13.324
E01011621,6.324,7,0.7,13.324
E01011622,6.324,7,0.7,13.324
E01011720,6.324,7,0.7,13.324
E01012018,6.324,7,0.7,13.324
E01012312,6.324,7,0.7,13.324
E01012672,6.324,7,0.7,13.324
E01012678,6.324,7,0.7,13.324
E01012698,6.324,7,0.7,13.324
E01012736,6.324,7,0.7,13.324
E01012739,6.324,7,0.7,13.324
E01012742,6.324,7,0.7,13.324
E01012744,6.324,7,0.7,13.324
E01012765,6.324,7,0.7,13.324
E01012766,6.324,7,0.7,13.324
E01012834,6.324,7,0.7,13.324
E01012909,6.324,7,0.7,14.324
E01013140,6.324,8,0.8,14.324
E01013159,6.324,8,0.8,14.324
E01013206,6.324,8,0.8,14.324
E01013210,6.324,8,0.8,14.324
E01013211,6.324,8,0.8,14.324
E01013222,6.324,8,0.8,14.324
E01013227,6.324,8,0.8,14.324
E01013909,6.324,8,0.8,14.324
E01013995,6.324,8,0.8,14.324
E01014630,6.324,8,0.8,14.324
E01014659,6.324,8,0.8,14.324
E01014693,6.324,8,0.8,14.324
E01014722,6.324,8,0.8,15.324
E01015439,6.324,9,0.9,15.324
E01015820,6.324,9,0.9,15.324
E01015902,6.324,9,0.9,15.324
E01015937,6.324,9,0.9,16.324
E01016742,6.324,10,1,16.324
E01017084,6.324,10,1,16.324
E01017283,6.324,10,1,16.324
E01017336,6.324,10,1,16.324
E01017365,6.324,10,1,16.324
E01018103,6.324,10,1,17.324
E01018345,6.324,11,1.1,17.324
E01018484,6.324,11,1.1,19.324
E01021288,6.324,13,1.3,19.324
E01021289,6.324,13,1.3,19.324
E01021325,6.324,13,1.3,19.324
E01021658,6.324,13,1.3,19.324
E01021988,6.324,13,1.3,20.324
E01022025,6.324,14,1.4,20.324
E01022036,6.324,14,1.4,20.324
E01022037,6.324,14,1.4,20.324
E01022669,6.324,14,1.4,20.324
E01022915,6.324,14,1.4,21.324
E01023534,6.324,15,1.5,23.324
E01025110,6.324,17,1.7,24.324
E01025581,6.324,18,1.8,24.324
E01025605,6.324,18,1.8,24.324
E01026073,6.324,18,1.8,24.324
E01026109,6.324,18,1.8,25.324
E01026809,6.324,19,1.9,26.324
E01026828,6.324,20,2,26.324
