LSOA_CODE,Pupil absence rates,Absence 10
E01004720,7.8,4.836
E01004732,7.8,4.836
E01004741,7.8,4.836
E01004743,7.8,4.836
E01004748,7.8,4.836
E01004752,7.8,4.836
E01004754,7.8,4.836
E01016044,7.8,4.836
E01016056,7.8,4.836
E01016057,7.8,4.836
E01016068,7.8,4.836
E01016082,7.8,4.836
E01016097,7.8,4.836
E01016135,7.8,4.836
E01016162,7.8,4.836
E01016171,7.8,4.836
E01016198,7.8,4.836
E01016235,7.8,4.836
E01016296,7.8,4.836
E01016363,7.8,4.836
E01016388,7.8,4.836
E01016395,7.8,4.836
E01016399,7.8,4.836
E01016400,7.8,4.836
E01016423,7.8,4.836
E01016433,7.8,4.836
E01016434,7.8,4.836
E01016455,7.8,4.836
E01016505,7.8,4.836
E01016647,7.8,4.836
E01016648,7.8,4.836
E01016662,7.8,4.836
E01016719,7.8,4.836
E01016851,7.8,4.836
E01016859,7.8,4.836
E01016871,7.8,4.836
E01016874,7.8,4.836
E01016902,7.8,4.836
E01016903,7.8,4.836
E01016940,7.8,4.836
E01016954,7.8,4.836
E01016980,7.8,4.836
E01016986,7.8,4.836
E01016992,7.8,4.836
E01017001,7.8,4.836
E01017003,7.8,4.836
E01017004,7.8,4.836
E01017114,7.8,4.836
E01017177,7.8,4.836
E01017204,7.8,4.836
E01017226,7.8,4.836
E01017290,7.8,4.836
E01017294,7.8,4.836
E01017295,7.8,4.836
E01017308,7.8,4.836
E01017325,7.8,4.836
E01017328,7.8,4.836
E01020912,7.8,4.836
E01020978,7.8,4.836
E01020984,7.8,4.836
E01021108,7.8,4.836
E01021113,7.8,4.836
E01021114,7.8,4.836
E01021131,7.8,4.836
E01021208,7.8,4.836
E01022473,7.8,4.836
E01022555,7.8,4.836
E01022579,7.8,4.836
E01022581,7.8,4.836
E01022667,7.8,4.836
E01022855,7.8,4.836
E01022866,7.8,4.836
E01022871,7.8,4.836
E01022922,7.8,4.836
E01022930,7.8,4.836
E01022931,7.8,4.836
E01022934,7.8,4.836
E01022935,7.8,4.836
E01022942,7.8,4.836
E01022954,7.8,4.836
E01022972,7.8,4.836
E01022975,7.8,4.836
E01023028,7.8,4.836
E01023051,7.8,4.836
E01023052,7.8,4.836
E01023059,7.8,4.836
E01023060,7.8,4.836
E01023061,7.8,4.836
E01023077,7.8,4.836
E01023089,7.8,4.836
E01023117,7.8,4.836
E01023155,7.8,4.836
E01023188,7.8,4.836
E01023990,7.8,4.836
E01023991,7.8,4.836
E01023993,7.8,4.836
E01023997,7.8,4.836
E01024033,7.8,4.836
E01024038,7.8,4.836
E01024039,7.8,4.836
E01024055,7.8,4.836
E01024154,7.8,4.836
E01024165,7.8,4.836
E01024200,7.8,4.836
E01024202,7.8,4.836
E01024208,7.8,4.836
E01024244,7.8,4.836
E01024254,7.8,4.836
E01024269,7.8,4.836
E01024271,7.8,4.836
E01024285,7.8,4.836
E01024318,7.8,4.836
E01024321,7.8,4.836
E01024322,7.8,4.836
E01024342,7.8,4.836
E01024355,7.8,4.836
E01024365,7.8,4.836
E01024377,7.8,4.836
E01024417,7.8,4.836
E01024422,7.8,4.836
E01024425,7.8,4.836
E01024485,7.8,4.836
E01024492,7.8,4.836
E01024512,7.8,4.836
E01024515,7.8,4.836
E01024520,7.8,4.836
E01024543,7.8,4.836
E01024583,7.8,4.836
E01024605,7.8,4.836
E01024636,7.8,4.836
E01024689,7.8,4.836
E01024691,7.8,4.836
E01024693,7.8,4.836
E01024756,7.8,4.836
E01024815,7.8,4.836
E01028427,7.8,4.836
E01028448,7.8,4.836
E01028450,7.8,4.836
E01028539,7.8,4.836
E01028562,7.8,4.836
E01028584,7.8,4.836
E01028602,7.8,4.836
E01028688,7.8,4.836
E01028693,7.8,4.836
E01028714,7.8,4.836
E01030314,7.8,4.836
E01030319,7.8,4.836
E01030320,7.8,4.836
E01030333,7.8,4.836
E01030367,7.8,4.836
E01030401,7.8,4.836
E01030429,7.8,4.836
E01030474,7.8,4.836
E01030488,7.8,4.836
E01030495,7.8,4.836
E01030500,7.8,4.836
E01030508,7.8,4.836
E01030516,7.8,4.836
E01030536,7.8,4.836
E01030540,7.8,4.836
E01030541,7.8,4.836
E01030560,7.8,4.836
E01030641,7.8,4.836
E01030686,7.8,4.836
E01030690,7.8,4.836
E01030699,7.8,4.836
E01030733,7.8,4.836
E01030737,7.8,4.836
E01030756,7.8,4.836
E01030799,7.8,4.836
E01030811,7.8,4.836
E01030820,7.8,4.836
E01030864,7.8,4.836
E01030901,7.8,4.836
E01031340,7.8,4.836
E01031394,7.8,4.836
E01031465,7.8,4.836
E01031484,7.8,4.836
E01031530,7.8,4.836
E01031533,7.8,4.836
E01031539,7.8,4.836
E01031541,7.8,4.836
E01031567,7.8,4.836
E01031609,7.8,4.836
E01031695,7.8,4.836
E01031729,7.8,4.836
E01031730,7.8,4.836
E01031731,7.8,4.836
E01031735,7.8,4.836
E01031741,7.8,4.836
E01031742,7.8,4.836
E01031781,7.8,4.836
E01031790,7.8,4.836
E01031803,7.8,4.836
E01031809,7.8,4.836
E01031810,7.8,4.836
E01031822,7.8,4.836
E01014577,7.8,4.836
E01014676,7.8,4.836
E01014713,7.8,4.836
E01014716,7.8,4.836
E01014741,7.8,4.836
E01014744,7.8,4.836
E01014750,7.8,4.836
E01014751,7.8,4.836
E01014753,7.8,4.836
E01014756,7.8,4.836
E01014757,7.8,4.836
E01014761,7.8,4.836
E01014763,7.8,4.836
E01014822,7.8,4.836
E01014851,7.8,4.836
E01014854,7.8,4.836
E01014882,7.8,4.836
E01014892,7.8,4.836
E01014895,7.8,4.836
E01014925,7.8,4.836
E01014927,7.8,4.836
E01014947,7.8,4.836
E01014957,7.8,4.836
E01014959,7.8,4.836
E01014974,7.8,4.836
E01014982,7.8,4.836
E01015102,7.8,4.836
E01015103,7.8,4.836
E01015156,7.8,4.836
E01015171,7.8,4.836
E01015172,7.8,4.836
E01015175,7.8,4.836
E01015181,7.8,4.836
E01015184,7.8,4.836
E01015187,7.8,4.836
E01015317,7.8,4.836
E01015321,7.8,4.836
E01015331,7.8,4.836
E01015361,7.8,4.836
E01015363,7.8,4.836
E01015411,7.8,4.836
E01015445,7.8,4.836
E01015454,7.8,4.836
E01015462,7.8,4.836
E01015466,7.8,4.836
E01015503,7.8,4.836
E01015542,7.8,4.836
E01018761,7.8,4.836
E01018769,7.8,4.836
E01018771,7.8,4.836
E01018773,7.8,4.836
E01018774,7.8,4.836
E01018775,7.8,4.836
E01018776,7.8,4.836
E01018782,7.8,4.836
E01018783,7.8,4.836
E01018788,7.8,4.836
E01018795,7.8,4.836
E01018796,7.8,4.836
E01018831,7.8,4.836
E01018832,7.8,4.836
E01018833,7.8,4.836
E01018872,7.8,4.836
E01018873,7.8,4.836
E01018874,7.8,4.836
E01018875,7.8,4.836
E01018877,7.8,4.836
E01018974,7.8,4.836
E01019018,7.8,4.836
E01019021,7.8,4.836
E01019022,7.8,4.836
E01019028,7.8,4.836
E01019030,7.8,4.836
E01019895,7.8,4.836
E01019958,7.8,4.836
E01020021,7.8,4.836
E01020054,7.8,4.836
E01020077,7.8,4.836
E01020144,7.8,4.836
E01020152,7.8,4.836
E01020156,7.8,4.836
E01020175,7.8,4.836
E01020200,7.8,4.836
E01020205,7.8,4.836
E01020243,7.8,4.836
E01020316,7.8,4.836
E01020343,7.8,4.836
E01020375,7.8,4.836
E01020393,7.8,4.836
E01020425,7.8,4.836
E01020445,7.8,4.836
E01020468,7.8,4.836
E01020504,7.8,4.836
E01020508,7.8,4.836
E01020574,7.8,4.836
E01022142,7.8,4.836
E01022218,7.8,4.836
E01022233,7.8,4.836
E01022234,7.8,4.836
E01022242,7.8,4.836
E01022279,7.8,4.836
E01022338,7.8,4.836
E01022345,7.8,4.836
E01029033,7.8,4.836
E01029037,7.8,4.836
E01029044,7.8,4.836
E01029073,7.8,4.836
E01029074,7.8,4.836
E01029075,7.8,4.836
E01029076,7.8,4.836
E01029101,7.8,4.836
E01029119,7.8,4.836
E01029130,7.8,4.836
E01029135,7.8,4.836
E01029145,7.8,4.836
E01029151,7.8,4.836
E01029152,7.8,4.836
E01029154,7.8,4.836
E01029207,7.8,4.836
E01029315,7.8,4.836
E01031896,7.8,4.836
E01031902,7.8,4.836
E01031937,7.8,4.836
E01031993,7.8,4.836
E01031999,7.8,4.836
E01032004,7.8,4.836
E01032039,7.8,4.836
E01032043,7.8,4.836
E01032061,7.8,4.836
E01008185,7.7,4.774
E01008196,7.7,4.774
E01008314,7.7,4.774
E01008363,7.7,4.774
E01008412,7.7,4.774
E01008465,7.7,4.774
E01008481,7.7,4.774
E01008491,7.7,4.774
E01008532,7.7,4.774
E01008534,7.7,4.774
E01008648,7.7,4.774
E01008676,7.7,4.774
E01008684,7.7,4.774
E01008708,7.7,4.774
E01008711,7.7,4.774
E01008761,7.7,4.774
E01008767,7.7,4.774
E01008791,7.7,4.774
E01008835,7.7,4.774
E01008869,7.7,4.774
E01008871,7.7,4.774
E01008873,7.7,4.774
E01011993,7.7,4.774
E01011994,7.7,4.774
E01012065,7.7,4.774
E01012243,7.7,4.774
E01012335,7.7,4.774
E01020633,7.7,4.774
E01020637,7.7,4.774
E01020642,7.7,4.774
E01020693,7.7,4.774
E01020715,7.7,4.774
E01020723,7.7,4.774
E01020726,7.7,4.774
E01020810,7.7,4.774
E01020811,7.7,4.774
E01020812,7.7,4.774
E01020827,7.7,4.774
E01020837,7.7,4.774
E01020908,7.7,4.774
E01027379,7.7,4.774
E01027387,7.7,4.774
E01027403,7.7,4.774
E01027411,7.7,4.774
E01027443,7.7,4.774
E01027444,7.7,4.774
E01027534,7.7,4.774
E01027550,7.7,4.774
E01004773,7.7,4.774
E01004817,7.7,4.774
E01004904,7.7,4.774
E01004911,7.7,4.774
E01004915,7.7,4.774
E01004916,7.7,4.774
E01004942,7.7,4.774
E01004990,7.7,4.774
E01005003,7.7,4.774
E01005010,7.7,4.774
E01005045,7.7,4.774
E01005057,7.7,4.774
E01005060,7.7,4.774
E01005479,7.7,4.774
E01005488,7.7,4.774
E01005510,7.7,4.774
E01005530,7.7,4.774
E01005562,7.7,4.774
E01005572,7.7,4.774
E01005774,7.7,4.774
E01005784,7.7,4.774
E01005788,7.7,4.774
E01005879,7.7,4.774
E01005880,7.7,4.774
E01005882,7.7,4.774
E01005883,7.7,4.774
E01005884,7.7,4.774
E01005908,7.7,4.774
E01005909,7.7,4.774
E01005910,7.7,4.774
E01005951,7.7,4.774
E01005967,7.7,4.774
E01005972,7.7,4.774
E01005986,7.7,4.774
E01005990,7.7,4.774
E01005991,7.7,4.774
E01005994,7.7,4.774
E01006010,7.7,4.774
E01006019,7.7,4.774
E01006026,7.7,4.774
E01006060,7.7,4.774
E01006067,7.7,4.774
E01006068,7.7,4.774
E01006167,7.7,4.774
E01006265,7.7,4.774
E01006266,7.7,4.774
E01006329,7.7,4.774
E01006404,7.7,4.774
E01006407,7.7,4.774
E01006473,7.7,4.774
E01006529,7.7,4.774
E01006622,7.7,4.774
E01006623,7.7,4.774
E01006879,7.7,4.774
E01007020,7.7,4.774
E01007024,7.7,4.774
E01007037,7.7,4.774
E01007041,7.7,4.774
E01007053,7.7,4.774
E01007109,7.7,4.774
E01007141,7.7,4.774
E01007221,7.7,4.774
E01007303,7.7,4.774
E01012572,7.7,4.774
E01012630,7.7,4.774
E01012662,7.7,4.774
E01012718,7.7,4.774
E01012719,7.7,4.774
E01018326,7.7,4.774
E01018372,7.7,4.774
E01018502,7.7,4.774
E01018509,7.7,4.774
E01018513,7.7,4.774
E01018526,7.7,4.774
E01018561,7.7,4.774
E01018582,7.7,4.774
E01018613,7.7,4.774
E01018618,7.7,4.774
E01018717,7.7,4.774
E01018725,7.7,4.774
E01019081,7.7,4.774
E01019125,7.7,4.774
E01019156,7.7,4.774
E01019160,7.7,4.774
E01019172,7.7,4.774
E01019173,7.7,4.774
E01019256,7.7,4.774
E01019258,7.7,4.774
E01019331,7.7,4.774
E01019332,7.7,4.774
E01019337,7.7,4.774
E01024892,7.7,4.774
E01024897,7.7,4.774
E01024914,7.7,4.774
E01024918,7.7,4.774
E01024925,7.7,4.774
E01024940,7.7,4.774
E01024981,7.7,4.774
E01024983,7.7,4.774
E01024991,7.7,4.774
E01024996,7.7,4.774
E01025001,7.7,4.774
E01025002,7.7,4.774
E01025004,7.7,4.774
E01025005,7.7,4.774
E01025006,7.7,4.774
E01025023,7.7,4.774
E01025025,7.7,4.774
E01025040,7.7,4.774
E01025070,7.7,4.774
E01025085,7.7,4.774
E01025096,7.7,4.774
E01025149,7.7,4.774
E01025199,7.7,4.774
E01025212,7.7,4.774
E01025213,7.7,4.774
E01025374,7.7,4.774
E01025397,7.7,4.774
E01025398,7.7,4.774
E01025406,7.7,4.774
E01025411,7.7,4.774
E01025427,7.7,4.774
E01025429,7.7,4.774
E01025433,7.7,4.774
E01025446,7.7,4.774
E01007335,7.7,4.774
E01007355,7.7,4.774
E01007356,7.7,4.774
E01007361,7.7,4.774
E01007363,7.7,4.774
E01007402,7.7,4.774
E01007417,7.7,4.774
E01007480,7.7,4.774
E01007484,7.7,4.774
E01007485,7.7,4.774
E01007605,7.7,4.774
E01007665,7.7,4.774
E01007666,7.7,4.774
E01007668,7.7,4.774
E01007669,7.7,4.774
E01007670,7.7,4.774
E01007672,7.7,4.774
E01007673,7.7,4.774
E01007729,7.7,4.774
E01007828,7.7,4.774
E01007860,7.7,4.774
E01007899,7.7,4.774
E01007900,7.7,4.774
E01007919,7.7,4.774
E01007926,7.7,4.774
E01008021,7.7,4.774
E01008035,7.7,4.774
E01008036,7.7,4.774
E01008067,7.7,4.774
E01008082,7.7,4.774
E01008155,7.7,4.774
E01010570,7.7,4.774
E01010575,7.7,4.774
E01010578,7.7,4.774
E01010588,7.7,4.774
E01010705,7.7,4.774
E01010733,7.7,4.774
E01010750,7.7,4.774
E01010836,7.7,4.774
E01010858,7.7,4.774
E01010884,7.7,4.774
E01010886,7.7,4.774
E01010888,7.7,4.774
E01010889,7.7,4.774
E01010902,7.7,4.774
E01010919,7.7,4.774
E01010981,7.7,4.774
E01011003,7.7,4.774
E01011006,7.7,4.774
E01011009,7.7,4.774
E01011031,7.7,4.774
E01011149,7.7,4.774
E01011158,7.7,4.774
E01011513,7.7,4.774
E01011522,7.7,4.774
E01011562,7.7,4.774
E01011564,7.7,4.774
E01011586,7.7,4.774
E01011588,7.7,4.774
E01011712,7.7,4.774
E01011772,7.7,4.774
E01011780,7.7,4.774
E01011783,7.7,4.774
E01011821,7.7,4.774
E01011874,7.7,4.774
E01011875,7.7,4.774
E01011912,7.7,4.774
E01012770,7.7,4.774
E01012953,7.7,4.774
E01012958,7.7,4.774
E01012960,7.7,4.774
E01012961,7.7,4.774
E01013078,7.7,4.774
E01013081,7.7,4.774
E01013085,7.7,4.774
E01013260,7.7,4.774
E01013432,7.7,4.774
E01027690,7.7,4.774
E01027711,7.7,4.774
E01027754,7.7,4.774
E01027905,7.7,4.774
E01027906,7.7,4.774
E01027907,7.7,4.774
E01027909,7.7,4.774
E01027910,7.7,4.774
E01027911,7.7,4.774
E01027913,7.7,4.774
E01013454,7.7,4.774
E01013479,7.7,4.774
E01013481,7.7,4.774
E01013492,7.7,4.774
E01013507,7.7,4.774
E01013512,7.7,4.774
E01013551,7.7,4.774
E01013558,7.7,4.774
E01013575,7.7,4.774
E01013578,7.7,4.774
E01013597,7.7,4.774
E01013598,7.7,4.774
E01013642,7.7,4.774
E01013662,7.7,4.774
E01013666,7.7,4.774
E01013669,7.7,4.774
E01013671,7.7,4.774
E01013672,7.7,4.774
E01013708,7.7,4.774
E01013749,7.7,4.774
E01013750,7.7,4.774
E01013752,7.7,4.774
E01013756,7.7,4.774
E01013757,7.7,4.774
E01013761,7.7,4.774
E01013765,7.7,4.774
E01013951,7.7,4.774
E01013974,7.7,4.774
E01019423,7.7,4.774
E01019480,7.7,4.774
E01019481,7.7,4.774
E01019489,7.7,4.774
E01019543,7.7,4.774
E01019606,7.7,4.774
E01019631,7.7,4.774
E01019643,7.7,4.774
E01019659,7.7,4.774
E01019674,7.7,4.774
E01019687,7.7,4.774
E01019710,7.7,4.774
E01019714,7.7,4.774
E01019715,7.7,4.774
E01019716,7.7,4.774
E01019723,7.7,4.774
E01019734,7.7,4.774
E01019744,7.7,4.774
E01019745,7.7,4.774
E01019759,7.7,4.774
E01019761,7.7,4.774
E01019814,7.7,4.774
E01019822,7.7,4.774
E01019837,7.7,4.774
E01019860,7.7,4.774
E01019861,7.7,4.774
E01019872,7.7,4.774
E01019876,7.7,4.774
E01025622,7.7,4.774
E01025671,7.7,4.774
E01025771,7.7,4.774
E01025792,7.7,4.774
E01025793,7.7,4.774
E01025840,7.7,4.774
E01025889,7.7,4.774
E01025911,7.7,4.774
E01025992,7.7,4.774
E01026016,7.7,4.774
E01026031,7.7,4.774
E01026040,7.7,4.774
E01026124,7.7,4.774
E01026126,7.7,4.774
E01026142,7.7,4.774
E01026152,7.7,4.774
E01026154,7.7,4.774
E01026271,7.7,4.774
E01026328,7.7,4.774
E01026386,7.7,4.774
E01026989,7.7,4.774
E01027010,7.7,4.774
E01027025,7.7,4.774
E01027124,7.7,4.774
E01027126,7.7,4.774
E01027169,7.7,4.774
E01027254,7.7,4.774
E01027324,7.7,4.774
E01027329,7.7,4.774
E01027338,7.7,4.774
E01027931,7.7,4.774
E01027943,7.7,4.774
E01027946,7.7,4.774
E01027955,7.7,4.774
E01027960,7.7,4.774
E01027990,7.7,4.774
E01028123,7.7,4.774
E01028168,7.7,4.774
E01028169,7.7,4.774
E01028181,7.7,4.774
E01028184,7.7,4.774
E01028186,7.7,4.774
E01028188,7.7,4.774
E01028270,7.7,4.774
E01028316,7.7,4.774
E01028322,7.7,4.774
E01008881,7.7,4.774
E01008884,7.7,4.774
E01008890,7.7,4.774
E01008894,7.7,4.774
E01008905,7.7,4.774
E01008912,7.7,4.774
E01008920,7.7,4.774
E01008942,7.7,4.774
E01008947,7.7,4.774
E01008963,7.7,4.774
E01008964,7.7,4.774
E01008977,7.7,4.774
E01008979,7.7,4.774
E01008987,7.7,4.774
E01009009,7.7,4.774
E01009033,7.7,4.774
E01009044,7.7,4.774
E01009054,7.7,4.774
E01009096,7.7,4.774
E01009099,7.7,4.774
E01009105,7.7,4.774
E01009111,7.7,4.774
E01009142,7.7,4.774
E01009153,7.7,4.774
E01009162,7.7,4.774
E01009163,7.7,4.774
E01009167,7.7,4.774
E01009181,7.7,4.774
E01009193,7.7,4.774
E01009199,7.7,4.774
E01009207,7.7,4.774
E01009214,7.7,4.774
E01009215,7.7,4.774
E01009219,7.7,4.774
E01009225,7.7,4.774
E01009232,7.7,4.774
E01009233,7.7,4.774
E01009234,7.7,4.774
E01009256,7.7,4.774
E01009285,7.7,4.774
E01009330,7.7,4.774
E01009368,7.7,4.774
E01009374,7.7,4.774
E01009396,7.7,4.774
E01009397,7.7,4.774
E01009399,7.7,4.774
E01009441,7.7,4.774
E01009522,7.7,4.774
E01009523,7.7,4.774
E01009526,7.7,4.774
E01009549,7.7,4.774
E01009632,7.7,4.774
E01009646,7.7,4.774
E01009648,7.7,4.774
E01009652,7.7,4.774
E01009653,7.7,4.774
E01009716,7.7,4.774
E01009718,7.7,4.774
E01009765,7.7,4.774
E01009785,7.7,4.774
E01009853,7.7,4.774
E01009949,7.7,4.774
E01009961,7.7,4.774
E01010025,7.7,4.774
E01010279,7.7,4.774
E01010280,7.7,4.774
E01010477,7.7,4.774
E01010522,7.7,4.774
E01010557,7.7,4.774
E01013987,7.7,4.774
E01013988,7.7,4.774
E01014015,7.7,4.774
E01014023,7.7,4.774
E01014027,7.7,4.774
E01014032,7.7,4.774
E01014039,7.7,4.774
E01014065,7.7,4.774
E01014083,7.7,4.774
E01014085,7.7,4.774
E01014150,7.7,4.774
E01014158,7.7,4.774
E01014184,7.7,4.774
E01014271,7.7,4.774
E01014280,7.7,4.774
E01014369,7.7,4.774
E01028921,7.7,4.774
E01028926,7.7,4.774
E01028975,7.7,4.774
E01028977,7.7,4.774
E01029006,7.7,4.774
E01029009,7.7,4.774
E01029010,7.7,4.774
E01029012,7.7,4.774
E01029349,7.7,4.774
E01029361,7.7,4.774
E01029365,7.7,4.774
E01029383,7.7,4.774
E01029447,7.7,4.774
E01029537,7.7,4.774
E01029538,7.7,4.774
E01029547,7.7,4.774
E01029643,7.7,4.774
E01029646,7.7,4.774
E01029648,7.7,4.774
E01029659,7.7,4.774
E01029669,7.7,4.774
E01029690,7.7,4.774
E01029691,7.7,4.774
E01029692,7.7,4.774
E01029693,7.7,4.774
E01029694,7.7,4.774
E01029716,7.7,4.774
E01029722,7.7,4.774
E01029864,7.7,4.774
E01031028,7.7,4.774
E01031052,7.7,4.774
E01031053,7.7,4.774
E01031062,7.7,4.774
E01031083,7.7,4.774
E01031122,7.7,4.774
E01031129,7.7,4.774
E01031156,7.7,4.774
E01031287,7.7,4.774
E01032165,7.7,4.774
E01032166,7.7,4.774
E01032173,7.7,4.774
E01032179,7.7,4.774
E01032182,7.7,4.774
E01032224,7.7,4.774
E01032225,7.7,4.774
E01032232,7.7,4.774
E01032234,7.7,4.774
E01032236,7.7,4.774
E01032239,7.7,4.774
E01032273,7.7,4.774
E01032418,7.7,4.774
E01032435,7.7,4.774
E01032462,7.7,4.774
E01032463,7.7,4.774
E01032479,7.7,4.774
E01015606,7.7,4.774
E01015613,7.7,4.774
E01015616,7.7,4.774
E01015659,7.7,4.774
E01015671,7.7,4.774
E01015691,7.7,4.774
E01015729,7.7,4.774
E01015743,7.7,4.774
E01015751,7.7,4.774
E01015753,7.7,4.774
E01015757,7.7,4.774
E01015761,7.7,4.774
E01015762,7.7,4.774
E01015764,7.7,4.774
E01015797,7.7,4.774
E01015798,7.7,4.774
E01015799,7.7,4.774
E01015800,7.7,4.774
E01015801,7.7,4.774
E01015803,7.7,4.774
E01015805,7.7,4.774
E01015822,7.7,4.774
E01015863,7.7,4.774
E01015878,7.7,4.774
E01015960,7.7,4.774
E01017423,7.7,4.774
E01017424,7.7,4.774
E01017427,7.7,4.774
E01017496,7.7,4.774
E01017509,7.7,4.774
E01017511,7.7,4.774
E01017514,7.7,4.774
E01017579,7.7,4.774
E01018111,7.7,4.774
E01018192,7.7,4.774
E01018205,7.7,4.774
E01018212,7.7,4.774
E01018213,7.7,4.774
E01018217,7.7,4.774
E01018218,7.7,4.774
E01018239,7.7,4.774
E01018264,7.7,4.774
E01018279,7.7,4.774
E01018280,7.7,4.774
E01018281,7.7,4.774
E01018282,7.7,4.774
E01018283,7.7,4.774
E01018289,7.7,4.774
E01018292,7.7,4.774
E01018293,7.7,4.774
E01018294,7.7,4.774
E01021294,7.7,4.774
E01021297,7.7,4.774
E01021298,7.7,4.774
E01021310,7.7,4.774
E01021367,7.7,4.774
E01021368,7.7,4.774
E01021370,7.7,4.774
E01021406,7.7,4.774
E01021433,7.7,4.774
E01021443,7.7,4.774
E01021473,7.7,4.774
E01021545,7.7,4.774
E01021612,7.7,4.774
E01021615,7.7,4.774
E01021633,7.7,4.774
E01021659,7.7,4.774
E01021679,7.7,4.774
E01021729,7.7,4.774
E01021738,7.7,4.774
E01021753,7.7,4.774
E01021796,7.7,4.774
E01021896,7.7,4.774
E01021910,7.7,4.774
E01021978,7.7,4.774
E01023298,7.7,4.774
E01023302,7.7,4.774
E01023306,7.7,4.774
E01023320,7.7,4.774
E01023561,7.7,4.774
E01023576,7.7,4.774
E01023640,7.7,4.774
E01023654,7.7,4.774
E01023656,7.7,4.774
E01023661,7.7,4.774
E01023804,7.7,4.774
E01023838,7.7,4.774
E01023875,7.7,4.774
E01023901,7.7,4.774
E01023915,7.7,4.774
E01023923,7.7,4.774
E01023932,7.7,4.774
E01023933,7.7,4.774
E01026437,7.7,4.774
E01026510,7.7,4.774
E01026523,7.7,4.774
E01026524,7.7,4.774
E01026533,7.7,4.774
E01026545,7.7,4.774
E01026570,7.7,4.774
E01026573,7.7,4.774
E01026574,7.7,4.774
E01026577,7.7,4.774
E01026608,7.7,4.774
E01026669,7.7,4.774
E01026670,7.7,4.774
E01026883,7.7,4.774
E01026913,7.7,4.774
E01026915,7.7,4.774
E01029900,7.7,4.774
E01029931,7.7,4.774
E01029934,7.7,4.774
E01029938,7.7,4.774
E01029997,7.7,4.774
E01029998,7.7,4.774
E01030000,7.7,4.774
E01030007,7.7,4.774
E01030010,7.7,4.774
E01030259,7.7,4.774
E01030268,7.7,4.774
E01000007,7.7,4.774
E01000025,7.7,4.774
E01000026,7.7,4.774
E01000054,7.7,4.774
E01000073,7.7,4.774
E01000075,7.7,4.774
E01000142,7.7,4.774
E01000163,7.7,4.774
E01000185,7.7,4.774
E01000224,7.7,4.774
E01000286,7.7,4.774
E01000334,7.7,4.774
E01000350,7.7,4.774
E01000356,7.7,4.774
E01000358,7.7,4.774
E01000361,7.7,4.774
E01000366,7.7,4.774
E01000411,7.7,4.774
E01000413,7.7,4.774
E01000419,7.7,4.774
E01000436,7.7,4.774
E01000442,7.7,4.774
E01000447,7.7,4.774
E01000454,7.7,4.774
E01000497,7.7,4.774
E01000506,7.7,4.774
E01000512,7.7,4.774
E01000521,7.7,4.774
E01000526,7.7,4.774
E01000530,7.7,4.774
E01000548,7.7,4.774
E01000550,7.7,4.774
E01000599,7.7,4.774
E01000638,7.7,4.774
E01000712,7.7,4.774
E01000761,7.7,4.774
E01000793,7.7,4.774
E01000844,7.7,4.774
E01000880,7.7,4.774
E01000882,7.7,4.774
E01000906,7.7,4.774
E01000929,7.7,4.774
E01000943,7.7,4.774
E01000949,7.7,4.774
E01000993,7.7,4.774
E01001009,7.7,4.774
E01001016,7.7,4.774
E01001046,7.7,4.774
E01001059,7.7,4.774
E01001068,7.7,4.774
E01001093,7.7,4.774
E01001095,7.7,4.774
E01001146,7.7,4.774
E01001148,7.7,4.774
E01001175,7.7,4.774
E01001177,7.7,4.774
E01001241,7.7,4.774
E01001262,7.7,4.774
E01001318,7.7,4.774
E01001376,7.7,4.774
E01001377,7.7,4.774
E01001380,7.7,4.774
E01001396,7.7,4.774
E01001423,7.7,4.774
E01001435,7.7,4.774
E01001436,7.7,4.774
E01001440,7.7,4.774
E01001476,7.7,4.774
E01001499,7.7,4.774
E01001502,7.7,4.774
E01001509,7.7,4.774
E01001516,7.7,4.774
E01001715,7.7,4.774
E01001718,7.7,4.774
E01001719,7.7,4.774
E01001721,7.7,4.774
E01001750,7.7,4.774
E01001751,7.7,4.774
E01001820,7.7,4.774
E01001869,7.7,4.774
E01001881,7.7,4.774
E01001907,7.7,4.774
E01001973,7.7,4.774
E01001986,7.7,4.774
E01002072,7.7,4.774
E01002268,7.7,4.774
E01002274,7.7,4.774
E01002295,7.7,4.774
E01002333,7.7,4.774
E01002336,7.7,4.774
E01002378,7.7,4.774
E01002419,7.7,4.774
E01002446,7.7,4.774
E01002447,7.7,4.774
E01002448,7.7,4.774
E01002456,7.7,4.774
E01002476,7.7,4.774
E01002490,7.7,4.774
E01002495,7.7,4.774
E01002522,7.7,4.774
E01002525,7.7,4.774
E01002544,7.7,4.774
E01002555,7.7,4.774
E01002590,7.7,4.774
E01002742,7.7,4.774
E01002792,7.7,4.774
E01002813,7.7,4.774
E01002831,7.7,4.774
E01002838,7.7,4.774
E01002845,7.7,4.774
E01002848,7.7,4.774
E01002868,7.7,4.774
E01002871,7.7,4.774
E01002874,7.7,4.774
E01002969,7.7,4.774
E01003002,7.7,4.774
E01003037,7.7,4.774
E01003038,7.7,4.774
E01003056,7.7,4.774
E01003057,7.7,4.774
E01003058,7.7,4.774
E01003069,7.7,4.774
E01003075,7.7,4.774
E01003088,7.7,4.774
E01003094,7.7,4.774
E01003095,7.7,4.774
E01003099,7.7,4.774
